1541191795425207111,,29532,,1541191795,425101861,'',-13.698597908,-10.5674819946
1541191795443702176,,29533,,1541191795,443520080,'',-13.698597908,-10.5674819946
1541191795463563069,,29534,,1541191795,463459219,'',-14.4813766479,-9.7847032547
1541191795483696460,,29535,,1541191795,483570308,'',-14.4813766479,-9.7847032547
1541191795503665880,,29536,,1541191795,503460874,'',-14.4813766479,-9.0019235611
1541191795525046492,,29537,,1541191795,524936132,'',-14.4813766479,-9.0019235611
1541191795543604395,,29538,,1541191795,543414910,'',-15.2641563416,-9.0019235611
1541191795563592704,,29539,,1541191795,563443024,'',-15.2641563416,-9.0019235611
1541191795583684174,,29540,,1541191795,583542587,'',-16.0469341278,-9.7847032547
1541191795604139862,,29541,,1541191795,603877708,'',-16.0469341278,-9.7847032547
1541191795625281184,,29542,,1541191795,625163309,'',-16.0469341278,-10.5674819946
1541191795643778564,,29543,,1541191795,643653639,'',-16.0469341278,-11.3502607346
1541191795663611712,,29544,,1541191795,663479842,'',-16.8297138214,-12.1330404282
1541191795684474408,,29545,,1541191795,684369633,'',-16.8297138214,-12.9158191681
1541191795703679378,,29546,,1541191795,703500978,'',-16.8297138214,-13.698597908
1541191795725082150,,29547,,1541191795,724983629,'',-16.8297138214,-15.2641563416
1541191795743618526,,29548,,1541191795,743515089,'',-16.8297138214,-16.8297138214
1541191795763619003,,29549,,1541191795,763489814,'',-16.8297138214,-17.612493515
1541191795783704171,,29550,,1541191795,783581585,'',-16.8297138214,-17.612493515
1541191795803771710,,29551,,1541191795,803555566,'',-17.612493515,-18.3952713013
1541191795825695099,,29552,,1541191795,825048443,'',-18.3952713013,-18.3952713013
1541191795843545798,,29553,,1541191795,843431772,'',-17.612493515,-19.1780509949
1541191795863785682,,29554,,1541191795,863542042,'',-17.612493515,-19.1780509949
1541191795883637059,,29555,,1541191795,883512466,'',-16.8297138214,-19.9608306885
1541191795904027041,,29556,,1541191795,903859461,'',-16.8297138214,-20.7436084747
1541191795925280163,,29557,,1541191795,925116730,'',-16.8297138214,-20.7436084747
1541191795943578790,,29558,,1541191795,943460802,'',-16.8297138214,-19.9608306885
1541191795963903464,,29559,,1541191795,963769277,'',-16.0469341278,-20.7436084747
1541191795983656310,,29560,,1541191795,983474452,'',-15.2641563416,-20.7436084747
1541191796003598376,,29561,,1541191796,3510267,'',-14.4813766479,-20.7436084747
1541191796025058775,,29562,,1541191796,24916967,'',-13.698597908,-21.5263881683
1541191796043584424,,29563,,1541191796,43462296,'',-12.9158191681,-22.3091678619
1541191796063888728,,29564,,1541191796,63744496,'',-12.9158191681,-22.3091678619
1541191796083721488,,29565,,1541191796,83486905,'',-12.1330404282,-23.0919456482
1541191796103558478,,29566,,1541191796,103440476,'',-11.3502607346,-23.0919456482
1541191796125113136,,29567,,1541191796,124950946,'',-10.5674819946,-23.8747253418
1541191796143598301,,29568,,1541191796,143475695,'',-9.7847032547,-24.6575031281
1541191796163728255,,29569,,1541191796,163598133,'',-9.7847032547,-24.6575031281
1541191796183950695,,29570,,1541191796,183838006,'',-9.7847032547,-25.4402828217
1541191796204001910,,29571,,1541191796,203876210,'',-9.7847032547,-27.0058403015
1541191796225023678,,29572,,1541191796,224899572,'',-9.7847032547,-27.7886199951
1541191796243628574,,29573,,1541191796,243480520,'',-10.5674819946,-27.7886199951
1541191796263685895,,29574,,1541191796,263596852,'',-11.3502607346,-27.7886199951
1541191796283562473,,29575,,1541191796,283441453,'',-11.3502607346,-27.0058403015
1541191796303582425,,29576,,1541191796,303470672,'',-11.3502607346,-27.0058403015
1541191796325165157,,29577,,1541191796,324967638,'',-11.3502607346,-27.0058403015
1541191796343569689,,29578,,1541191796,343434447,'',-11.3502607346,-26.2230625153
1541191796363732382,,29579,,1541191796,363606347,'',-11.3502607346,-26.2230625153
1541191796383562228,,29580,,1541191796,383444288,'',-11.3502607346,-25.4402828217
1541191796403619072,,29581,,1541191796,403490188,'',-11.3502607346,-24.6575031281
1541191796425108548,,29582,,1541191796,424981408,'',-12.1330404282,-23.8747253418
1541191796443629227,,29583,,1541191796,443488934,'',-13.698597908,-23.0919456482
1541191796463619038,,29584,,1541191796,463512205,'',-13.698597908,-23.0919456482
1541191796483586225,,29585,,1541191796,483481562,'',-13.698597908,-23.0919456482
1541191796504098008,,29586,,1541191796,503923396,'',-14.4813766479,-23.0919456482
1541191796525124677,,29587,,1541191796,524993096,'',-14.4813766479,-22.3091678619
1541191796543655118,,29588,,1541191796,543532600,'',-15.2641563416,-22.3091678619
1541191796563810576,,29589,,1541191796,563644847,'',-15.2641563416,-22.3091678619
1541191796583662157,,29590,,1541191796,583573017,'',-15.2641563416,-22.3091678619
1541191796603715712,,29591,,1541191796,603583947,'',-15.2641563416,-21.5263881683
1541191796625042215,,29592,,1541191796,624898576,'',-15.2641563416,-21.5263881683
1541191796643593289,,29593,,1541191796,643474686,'',-15.2641563416,-21.5263881683
1541191796663863207,,29594,,1541191796,663586633,'',-15.2641563416,-21.5263881683
1541191796683645572,,29595,,1541191796,683509032,'',-15.2641563416,-22.3091678619
1541191796703569412,,29596,,1541191796,703441868,'',-15.2641563416,-22.3091678619
1541191796725089443,,29597,,1541191796,724644144,'',-14.4813766479,-22.3091678619
1541191796743635787,,29598,,1541191796,743539684,'',-14.4813766479,-23.0919456482
1541191796763688841,,29599,,1541191796,763491991,'',-15.2641563416,-24.6575031281
1541191796783641145,,29600,,1541191796,783514156,'',-15.2641563416,-26.2230625153
1541191796804053860,,29601,,1541191796,803971698,'',-15.2641563416,-26.2230625153
1541191796825208141,,29602,,1541191796,824871331,'',-15.2641563416,-26.2230625153
1541191796843875234,,29603,,1541191796,843722703,'',-15.2641563416,-26.2230625153
1541191796863614636,,29604,,1541191796,863497997,'',-15.2641563416,-26.2230625153
1541191796883640163,,29605,,1541191796,883489788,'',-14.4813766479,-27.0058403015
1541191796903660132,,29606,,1541191796,903517095,'',-15.2641563416,-27.0058403015
1541191796925112603,,29607,,1541191796,924990568,'',-15.2641563416,-27.7886199951
1541191796943674877,,29608,,1541191796,943585961,'',-15.2641563416,-28.5713996887
1541191796963711765,,29609,,1541191796,963592408,'',-14.4813766479,-29.354177475
1541191796983658901,,29610,,1541191796,983517556,'',-15.2641563416,-29.354177475
1541191797003603996,,29611,,1541191797,3483308,'',-16.0469341278,-29.354177475
1541191797024921811,,29612,,1541191797,24791814,'',-15.2641563416,-29.354177475
1541191797043687888,,29613,,1541191797,43544011,'',-15.2641563416,-29.354177475
1541191797063657128,,29614,,1541191797,63561774,'',-15.2641563416,-29.354177475
1541191797083631728,,29615,,1541191797,83504447,'',-15.2641563416,-28.5713996887
1541191797103651515,,29616,,1541191797,103519154,'',-15.2641563416,-27.7886199951
1541191797125241994,,29617,,1541191797,124808072,'',-15.2641563416,-27.0058403015
1541191797143631200,,29618,,1541191797,143510169,'',-15.2641563416,-27.0058403015
1541191797163574262,,29619,,1541191797,163491438,'',-15.2641563416,-27.0058403015
1541191797183620624,,29620,,1541191797,183512802,'',-15.2641563416,-27.0058403015
1541191797203690869,,29621,,1541191797,203520965,'',-16.8297138214,-25.4402828217
1541191797224129883,,29622,,1541191797,223982409,'',-17.612493515,-24.6575031281
1541191797243618198,,29623,,1541191797,243480317,'',-17.612493515,-24.6575031281
1541191797263607473,,29624,,1541191797,263513017,'',-17.612493515,-24.6575031281
1541191797283628198,,29625,,1541191797,283516741,'',-18.3952713013,-24.6575031281
1541191797303819571,,29626,,1541191797,303578574,'',-19.1780509949,-23.8747253418
1541191797325172265,,29627,,1541191797,324779448,'',-19.1780509949,-23.8747253418
1541191797343763750,,29628,,1541191797,343642451,'',-19.9608306885,-23.8747253418
1541191797363735865,,29629,,1541191797,363623837,'',-19.9608306885,-23.8747253418
