1541191795632637893,,592,,1541191795,632530145,'',,0
1541191796632905065,,593,,1541191796,632789336,'',,0
1541191797633007655,,594,,1541191797,632876369,'',,0
1541191798633440328,,595,,1541191798,633244280,'',,0
1541191799633108405,,596,,1541191799,633012550,'',,0
1541191800633830690,,597,,1541191800,633640364,'',,0
1541191801633066037,,598,,1541191801,632976250,'',,0
1541191802633442785,,599,,1541191802,633308313,'',,0
1541191803633911397,,600,,1541191803,633814276,'',,0
1541191804633455411,,601,,1541191804,633322518,'',,0
1541191805633299148,,602,,1541191805,633230128,'',,0
1541191806633469120,,603,,1541191806,633328813,'',,0
1541191807633391084,,604,,1541191807,633250772,'',,0
1541191808633552821,,605,,1541191808,633426526,'',,0
1541191809634334351,,606,,1541191809,634189074,'',,0
1541191810633624975,,607,,1541191810,633509186,'',,0
1541191811633565876,,608,,1541191811,633457739,'',,0
1541191812633638111,,609,,1541191812,633503939,'',,0
1541191813634669079,,610,,1541191813,634514227,'',,0
1541191814634696129,,611,,1541191814,634519541,'',,0
1541191815634869249,,612,,1541191815,634611810,'',,0
1541191816635794315,,613,,1541191816,635583741,'',,0
1541191817634789499,,614,,1541191817,634622289,'',,0
1541191818634749046,,615,,1541191818,634580511,'',,0
1541191819634817969,,616,,1541191819,634673866,'',,0
1541191820634601212,,617,,1541191820,634420013,'',,0
1541191821635222618,,618,,1541191821,635112551,'',,0
1541191822634995493,,619,,1541191822,634875702,'',,0
1541191823634722275,,620,,1541191823,634579172,'',,0
1541191824635517622,,621,,1541191824,635326049,'',,0
1541191825634997561,,622,,1541191825,634884872,'',,0
1541191826634965915,,623,,1541191826,634834818,'',,0
1541191827634748185,,624,,1541191827,634637265,'',,0
1541191828635156639,,625,,1541191828,635004459,'',,0
1541191829635153605,,626,,1541191829,635028527,'',,0
1541191830634915401,,627,,1541191830,634818142,'',,0
1541191831634966808,,628,,1541191831,634864570,'',,0
1541191832635150298,,629,,1541191832,634925329,'',,0
1541191833635850840,,630,,1541191833,635770497,'',,0
1541191834634952719,,631,,1541191834,634836534,'',,0
1541191835635794490,,632,,1541191835,635694202,'',,0
1541191836635653724,,633,,1541191836,635503541,'',,0
1541191837635552702,,634,,1541191837,635419054,'',,0
1541191838635560135,,635,,1541191838,635424626,'',,0
1541191839635405579,,636,,1541191839,635279062,'',,0
1541191840635568846,,637,,1541191840,635481038,'',,0
1541191841636419751,,638,,1541191841,636095602,'',,0
1541191842636169982,,639,,1541191842,636036298,'',,0
1541191843635890981,,640,,1541191843,635717549,'',,0
1541191844636095259,,641,,1541191844,635854371,'',,0
1541191845635946969,,642,,1541191845,635792671,'',,0
1541191846636024325,,643,,1541191846,635860567,'',,0
1541191847635843959,,644,,1541191847,635616543,'',,0
1541191848635635562,,645,,1541191848,635538633,'',,0
1541191849635917947,,646,,1541191849,635783299,'',,0
1541191850636558352,,647,,1541191850,636443335,'',,0
1541191851636365522,,648,,1541191851,636253632,'',,0
1541191852636140875,,649,,1541191852,635849332,'',,0
1541191853636334487,,650,,1541191853,636224981,'',,0
1541191854636164731,,651,,1541191854,636048425,'',,0
1541192155654158698,,958,,1541192155,654046710,'',,0
1541192156654405443,,959,,1541192156,654283960,'',,0
1541192157653842057,,960,,1541192157,653710541,'',,0
1541192158654518108,,961,,1541192158,654362713,'',,0
1541192159654461416,,962,,1541192159,654312208,'',,0
1541192160654562319,,963,,1541192160,654441789,'',,0
1541192161654483829,,964,,1541192161,654347559,'',,0
1541192162654490161,,965,,1541192162,654395706,'',,0
1541192163654540284,,966,,1541192163,654419816,'',,0
1541192164654975752,,967,,1541192164,654820690,'',,0
1541192165654680597,,968,,1541192165,654560312,'',,0
1541192166654734888,,969,,1541192166,654591149,'',,0
1541192167654749050,,970,,1541192167,654629462,'',,0
1541192168654773077,,971,,1541192168,654671221,'',,0
1541192169654683865,,972,,1541192169,654474276,'',,0
1541192170654710917,,973,,1541192170,654566320,'',,0
1541192171654835437,,974,,1541192171,654719270,'',,0
1541192172654934960,,975,,1541192172,654834657,'',,0
1541192173655553693,,976,,1541192173,655432177,'',,0
1541192174655215130,,977,,1541192174,655080963,'',,0
1541192175655286364,,978,,1541192175,655173692,'',,0
1541192176655502846,,979,,1541192176,655400815,'',,0
1541191675627278623,,470,,1541191675,627141702,'',,0
1541191676627425735,,471,,1541191676,627335094,'',,0
1541191677627320482,,472,,1541191677,627161350,'',,0
1541191678627399019,,473,,1541191678,627222025,'',,0
1541191679627509725,,474,,1541191679,627380928,'',,0
1541191680627331210,,475,,1541191680,627226492,'',,0
1541191681627152952,,476,,1541191681,626999682,'',,0
1541191682627889340,,477,,1541191682,627764959,'',,0
1541191683628020882,,478,,1541191683,627809157,'',,0
1541191684627736593,,479,,1541191684,627641808,'',,0
1541191685627744613,,480,,1541191685,627615676,'',,0
1541191686628021798,,481,,1541191686,627862836,'',,0
1541191687627458562,,482,,1541191687,627345835,'',,0
1541191688627465281,,483,,1541191688,627361086,'',,0
1541191689627497306,,484,,1541191689,627355487,'',,0
1541191690627707361,,485,,1541191690,627601072,'',,0
1541191691627612610,,486,,1541191691,627471489,'',,0
1541191692627638501,,487,,1541191692,627496416,'',,0
1541191693627578869,,488,,1541191693,627410941,'',,0
1541191694628717760,,489,,1541191694,628479671,'',,0
1541191695627622951,,490,,1541191695,627483210,'',,0
1541191696627613813,,491,,1541191696,627501688,'',,0
1541191697628621397,,492,,1541191697,628512821,'',,0
1541191698628655740,,493,,1541191698,628549636,'',,0
1541191699628647107,,494,,1541191699,628560485,'',,0
1541191700628746687,,495,,1541191700,628605209,'',,0
