1541191795411623120,,59055,,1541191795,411460972,'',9.39999961853,0.0799999982119,926.0
1541191795424235925,,59056,,1541191795,424128328,'',10.1999998093,0.0799999982119,926.0
1541191795431891023,,59057,,1541191795,431779214,'',10.1999998093,0.0,920.0
1541191795443670364,,59058,,1541191795,443509504,'',11.0,0.0399999991059,920.0
1541191795451409291,,59059,,1541191795,451113988,'',11.6000003815,0.0399999991059,918.0
1541191795463544489,,59060,,1541191795,463449889,'',11.6000003815,0.0,918.0
1541191795471323044,,59061,,1541191795,471133636,'',12.3000001907,0.0399999991059,932.0
1541191795483667023,,59062,,1541191795,483555147,'',12.8000001907,0.0399999991059,932.0
1541191795491362354,,59063,,1541191795,491115859,'',12.8000001907,0.0,952.0
1541191795503619956,,59064,,1541191795,503443449,'',13.5,0.0399999991059,952.0
1541191795511509514,,59065,,1541191795,511333352,'',14.1000003815,0.0399999991059,984.0
1541191795524032611,,59066,,1541191795,523910998,'',14.1000003815,0.0,984.0
1541191795531650065,,59067,,1541191795,531502407,'',14.8000001907,0.0399999991059,1010.0
1541191795543592527,,59068,,1541191795,543408181,'',15.3999996185,0.0399999991059,1010.0
1541191795551334957,,59069,,1541191795,551158804,'',15.3999996185,0.0,1048.0
1541191795563572903,,59070,,1541191795,563433989,'',16.0,0.0399999991059,1048.0
1541191795571754105,,59071,,1541191795,571476363,'',16.5,0.0399999991059,1078.0
1541191795583661258,,59072,,1541191795,583536649,'',16.5,0.0,1078.0
1541191795592273583,,59073,,1541191795,592082558,'',16.8999996185,0.0399999991059,1114.0
1541191795604106538,,59074,,1541191795,603844722,'',17.2000007629,0.0,1132.0
1541191795611829675,,59075,,1541191795,611616482,'',17.2000007629,0.0,1132.0
1541191795624556035,,59076,,1541191795,624215137,'',17.2999992371,0.0,1164.0
1541191795631641876,,59077,,1541191795,631510596,'',17.3999996185,0.0,1164.0
1541191795643767420,,59078,,1541191795,643641286,'',17.3999996185,0.0,1196.0
1541191795651770407,,59079,,1541191795,651612477,'',17.3999996185,0.0,1226.0
1541191795663582443,,59080,,1541191795,663468725,'',17.3999996185,0.0,1226.0
1541191795672349861,,59081,,1541191795,672092307,'',17.3999996185,0.0,1250.0
1541191795683505238,,59082,,1541191795,683400204,'',17.3999996185,0.0,1250.0
1541191795691714662,,59083,,1541191795,691539162,'',17.3999996185,0.0,1282.0
1541191795703668732,,59084,,1541191795,703472216,'',17.3999996185,0.0,1304.0
1541191795711300199,,59085,,1541191795,711122461,'',17.3999996185,0.0,1304.0
1541191795724234152,,59086,,1541191795,724002727,'',17.3999996185,0.0,1338.0
1541191795731679148,,59087,,1541191795,731507260,'',17.3999996185,0.0,1356.0
1541191795743606235,,59088,,1541191795,743506419,'',17.3999996185,0.0,1380.0
1541191795751357840,,59089,,1541191795,751145170,'',17.3999996185,0.0,1380.0
1541191795763587034,,59090,,1541191795,763484295,'',17.3999996185,0.0,1402.0
1541191795771371152,,59091,,1541191795,771128600,'',17.3999996185,0.0,1422.0
1541191795783685165,,59092,,1541191795,783569736,'',17.3999996185,0.0,1422.0
1541191795791242980,,59093,,1541191795,791116017,'',17.3999996185,0.0,1438.0
1541191795803725466,,59094,,1541191795,803526992,'',17.3999996185,0.0,1456.0
1541191795811278256,,59095,,1541191795,811109226,'',17.3999996185,0.0,1476.0
1541191795824223602,,59096,,1541191795,824063890,'',17.3999996185,0.0,1476.0
1541191795831636354,,59097,,1541191795,831437518,'',17.3999996185,0.0,1492.0
1541191795843537431,,59098,,1541191795,843426537,'',17.3999996185,0.0,1498.0
1541191795851275368,,59099,,1541191795,851111557,'',17.3999996185,0.0,1516.0
1541191795863741535,,59100,,1541191795,863536349,'',17.3999996185,0.0,1516.0
1541191795871317278,,59101,,1541191795,871104448,'',17.3999996185,0.0,1518.0
1541191795883628331,,59102,,1541191795,883503384,'',17.3999996185,0.0,1528.0
1541191795891347373,,59103,,1541191795,891127745,'',17.3999996185,0.0,1544.0
1541191795903991161,,59104,,1541191795,903848885,'',17.3999996185,0.0,1544.0
1541191795911285450,,59105,,1541191795,911113730,'',17.3999996185,0.0,1546.0
1541191795924371232,,59106,,1541191795,924171378,'',17.3999996185,0.0,1552.0
1541191795931888124,,59107,,1541191795,931754230,'',17.3999996185,0.0,1562.0
1541191795943572347,,59108,,1541191795,943450225,'',17.3999996185,0.0,1570.0
1541191795951644367,,59109,,1541191795,951474476,'',17.3999996185,0.0,1570.0
1541191795963871760,,59110,,1541191795,963721510,'',17.3999996185,0.0,1570.0
1541191795972341121,,59111,,1541191795,972151941,'',17.3999996185,0.0,1578.0
1541191795983618272,,59112,,1541191795,983467476,'',17.3999996185,0.0,1588.0
1541191795991382918,,59113,,1541191795,991114321,'',17.3999996185,0.0,1588.0
1541191796003584945,,59114,,1541191796,3500415,'',17.3999996185,0.0,1590.0
1541191796011345724,,59115,,1541191796,11154925,'',17.3999996185,0.0,1596.0
1541191796024365135,,59116,,1541191796,23992297,'',17.3999996185,0.0,1600.0
