DATA_TYPE COF
VERSION Tekscan Pressure Measurement System 7.60-32C
HARDWARE 102-I875
MAP_VERSION 6.5
HW_TYPE 3
VersaPogoFsx 0
VersaV6CuffFsx 0
FILENAME C:\Tekscan\BPMS Research\Nov 2 Data\cole_driving.fsx
SENSOR_TYPE 5315
ROWS 42
COLS 48
ROW_SPACING 1.016 centimeters
COL_SPACING 1.016 centimeters
SENSEL_AREA 1.03226 cm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.1
MICRO_SECOND 1
TIME 11/2/2018 1:46:08.83PM
SATURATION_PRESSURE 77.9716 mmHg 
CALIBRATION_POINT_1 170 (Pounds) 179700 (Raw Sum) 1704 (Number of Loaded Cells)
CALIBRATION_MODE_1 Point
CALIBRATION_INFO C:\Tekscan\BPMS Research\Nov 2 Data\cole_driving.fsx
SENSITIVITY S-28
MAP_INDEX 0
SUBMAP 0
START_FRAME 1
END_FRAME 5971
COMMENTS Frame, Time, (Absolute Time), Row (cm), Col (cm), Raw Sum
ASCII_DATA @@

1, 0, 11/2/2018 1:46:08.83PM, 23.64, 27.98, 136309
2, 0.1, 11/2/2018 1:46:08.93PM, 23.63, 27.98, 136365
3, 0.2, 11/2/2018 1:46:09.03PM, 23.62, 27.99, 136252
4, 0.3, 11/2/2018 1:46:09.13PM, 23.62, 28.00, 136448
5, 0.4, 11/2/2018 1:46:09.23PM, 23.62, 28.01, 136601
6, 0.5, 11/2/2018 1:46:09.33PM, 23.61, 28.02, 136704
7, 0.6, 11/2/2018 1:46:09.43PM, 23.61, 28.01, 136778
8, 0.7, 11/2/2018 1:46:09.53PM, 23.60, 28.02, 136813
9, 0.8, 11/2/2018 1:46:09.63PM, 23.60, 28.02, 136943
10, 0.9, 11/2/2018 1:46:09.73PM, 23.60, 28.02, 137084
11, 1, 11/2/2018 1:46:09.83PM, 23.60, 28.03, 137211
12, 1.1, 11/2/2018 1:46:09.93PM, 23.60, 28.03, 137301
13, 1.2, 11/2/2018 1:46:10.03PM, 23.60, 28.03, 137448
14, 1.3, 11/2/2018 1:46:10.13PM, 23.60, 28.04, 137598
15, 1.4, 11/2/2018 1:46:10.23PM, 23.60, 28.03, 137665
16, 1.5, 11/2/2018 1:46:10.33PM, 23.59, 28.04, 137789
17, 1.6, 11/2/2018 1:46:10.43PM, 23.60, 28.04, 137860
18, 1.7, 11/2/2018 1:46:10.53PM, 23.59, 28.04, 137901
19, 1.8, 11/2/2018 1:46:10.63PM, 23.60, 28.05, 137953
20, 1.9, 11/2/2018 1:46:10.73PM, 23.59, 28.05, 137769
21, 2, 11/2/2018 1:46:10.83PM, 23.59, 28.05, 137624
22, 2.1, 11/2/2018 1:46:10.93PM, 23.58, 28.05, 137525
23, 2.2, 11/2/2018 1:46:11.03PM, 23.57, 28.06, 137465
24, 2.3, 11/2/2018 1:46:11.13PM, 23.56, 28.07, 137468
25, 2.4, 11/2/2018 1:46:11.23PM, 23.54, 28.07, 137243
26, 2.5, 11/2/2018 1:46:11.33PM, 23.54, 28.07, 137404
27, 2.6, 11/2/2018 1:46:11.43PM, 23.55, 28.07, 137663
28, 2.7, 11/2/2018 1:46:11.53PM, 23.55, 28.07, 137793
29, 2.8, 11/2/2018 1:46:11.63PM, 23.55, 28.07, 137868
30, 2.9, 11/2/2018 1:46:11.73PM, 23.55, 28.07, 137998
31, 3, 11/2/2018 1:46:11.83PM, 23.55, 28.07, 138159
32, 3.1, 11/2/2018 1:46:11.93PM, 23.55, 28.07, 138189
33, 3.2, 11/2/2018 1:46:12.03PM, 23.55, 28.07, 138160
34, 3.3, 11/2/2018 1:46:12.13PM, 23.54, 28.07, 138186
35, 3.4, 11/2/2018 1:46:12.23PM, 23.54, 28.07, 138036
36, 3.5, 11/2/2018 1:46:12.33PM, 23.54, 28.07, 137910
37, 3.6, 11/2/2018 1:46:12.43PM, 23.53, 28.08, 137947
38, 3.7, 11/2/2018 1:46:12.53PM, 23.54, 28.08, 138081
39, 3.8, 11/2/2018 1:46:12.63PM, 23.54, 28.08, 137985
40, 3.9, 11/2/2018 1:46:12.73PM, 23.53, 28.08, 137911
41, 4, 11/2/2018 1:46:12.83PM, 23.53, 28.08, 137933
42, 4.1, 11/2/2018 1:46:12.93PM, 23.54, 28.08, 138046
43, 4.2, 11/2/2018 1:46:13.03PM, 23.54, 28.07, 138070
44, 4.3, 11/2/2018 1:46:13.13PM, 23.54, 28.08, 138196
45, 4.4, 11/2/2018 1:46:13.23PM, 23.55, 28.10, 138267
46, 4.5, 11/2/2018 1:46:13.33PM, 23.52, 28.11, 138192
47, 4.6, 11/2/2018 1:46:13.43PM, 23.52, 28.12, 139039
48, 4.7, 11/2/2018 1:46:13.53PM, 23.49, 28.13, 138756
49, 4.8, 11/2/2018 1:46:13.63PM, 23.46, 28.19, 138346
50, 4.9, 11/2/2018 1:46:13.72PM, 23.42, 28.17, 138139
51, 5, 11/2/2018 1:46:13.82PM, 23.40, 28.24, 135891
52, 5.1, 11/2/2018 1:46:13.92PM, 23.44, 28.68, 132893
53, 5.2, 11/2/2018 1:46:14.02PM, 23.53, 29.30, 130662
54, 5.3, 11/2/2018 1:46:14.12PM, 23.62, 29.57, 132094
55, 5.4, 11/2/2018 1:46:14.22PM, 23.66, 29.86, 131343
56, 5.5, 11/2/2018 1:46:14.32PM, 23.65, 30.09, 131288
57, 5.6, 11/2/2018 1:46:14.42PM, 23.65, 30.23, 132382
58, 5.7, 11/2/2018 1:46:14.52PM, 23.67, 30.13, 133866
59, 5.8, 11/2/2018 1:46:14.62PM, 23.68, 29.92, 135940
60, 5.9, 11/2/2018 1:46:14.72PM, 23.70, 29.74, 136479
61, 6, 11/2/2018 1:46:14.82PM, 23.73, 29.61, 136355
62, 6.1, 11/2/2018 1:46:14.92PM, 23.73, 29.50, 136197
63, 6.2, 11/2/2018 1:46:15.02PM, 23.69, 29.43, 137488
64, 6.3, 11/2/2018 1:46:15.12PM, 23.67, 29.42, 138344
65, 6.4, 11/2/2018 1:46:15.22PM, 23.70, 29.42, 137702
66, 6.5, 11/2/2018 1:46:15.32PM, 23.72, 29.38, 137426
67, 6.6, 11/2/2018 1:46:15.42PM, 23.72, 29.34, 137011
68, 6.7, 11/2/2018 1:46:15.52PM, 23.78, 29.38, 136453
69, 6.8, 11/2/2018 1:46:15.62PM, 23.83, 29.40, 136555
70, 6.9, 11/2/2018 1:46:15.72PM, 23.84, 29.38, 136743
71, 7, 11/2/2018 1:46:15.82PM, 23.86, 29.37, 137187
72, 7.1, 11/2/2018 1:46:15.92PM, 23.86, 29.37, 137514
73, 7.2, 11/2/2018 1:46:16.02PM, 23.86, 29.37, 137961
74, 7.3, 11/2/2018 1:46:16.12PM, 23.87, 29.38, 138267
75, 7.4, 11/2/2018 1:46:16.22PM, 23.85, 29.38, 138479
76, 7.5, 11/2/2018 1:46:16.32PM, 23.84, 29.37, 138734
77, 7.6, 11/2/2018 1:46:16.42PM, 23.85, 29.38, 139093
78, 7.7, 11/2/2018 1:46:16.52PM, 23.84, 29.37, 139212
79, 7.8, 11/2/2018 1:46:16.62PM, 23.83, 29.37, 139443
80, 7.9, 11/2/2018 1:46:16.72PM, 23.82, 29.37, 139584
81, 8, 11/2/2018 1:46:16.82PM, 23.82, 29.37, 139683
82, 8.1, 11/2/2018 1:46:16.92PM, 23.82, 29.38, 139843
83, 8.2, 11/2/2018 1:46:17.02PM, 23.71, 29.27, 140514
84, 8.3, 11/2/2018 1:46:17.12PM, 23.66, 29.26, 141293
85, 8.4, 11/2/2018 1:46:17.22PM, 23.61, 29.20, 142067
86, 8.5, 11/2/2018 1:46:17.32PM, 23.60, 29.18, 142354
87, 8.6, 11/2/2018 1:46:17.42PM, 23.59, 29.18, 142567
88, 8.7, 11/2/2018 1:46:17.52PM, 23.58, 29.17, 142652
89, 8.8, 11/2/2018 1:46:17.62PM, 23.57, 29.17, 142774
90, 8.9, 11/2/2018 1:46:17.72PM, 23.57, 29.16, 142865
91, 9, 11/2/2018 1:46:17.82PM, 23.56, 29.16, 142988
92, 9.1, 11/2/2018 1:46:17.92PM, 23.56, 29.16, 143024
93, 9.2, 11/2/2018 1:46:18.02PM, 23.56, 29.15, 143099
94, 9.3, 11/2/2018 1:46:18.12PM, 23.57, 29.16, 143238
95, 9.4, 11/2/2018 1:46:18.22PM, 23.57, 29.16, 143344
96, 9.5, 11/2/2018 1:46:18.32PM, 23.57, 29.16, 143425
97, 9.6, 11/2/2018 1:46:18.42PM, 23.55, 29.15, 143318
98, 9.7, 11/2/2018 1:46:18.52PM, 23.57, 29.16, 143572
99, 9.8, 11/2/2018 1:46:18.62PM, 23.56, 29.16, 143627
100, 9.9, 11/2/2018 1:46:18.72PM, 23.56, 29.15, 143637
101, 10, 11/2/2018 1:46:18.82PM, 23.55, 29.15, 143686
102, 10.1, 11/2/2018 1:46:18.92PM, 23.54, 29.15, 143733
103, 10.2, 11/2/2018 1:46:19.02PM, 23.54, 29.16, 143842
104, 10.3, 11/2/2018 1:46:19.12PM, 23.53, 29.16, 143991
105, 10.4, 11/2/2018 1:46:19.22PM, 23.53, 29.16, 144030
106, 10.5, 11/2/2018 1:46:19.32PM, 23.53, 29.16, 144066
107, 10.6, 11/2/2018 1:46:19.42PM, 23.53, 29.16, 144149
108, 10.7, 11/2/2018 1:46:19.52PM, 23.54, 29.16, 144236
109, 10.8, 11/2/2018 1:46:19.62PM, 23.54, 29.16, 144413
110, 10.9, 11/2/2018 1:46:19.72PM, 23.53, 29.16, 144446
111, 11, 11/2/2018 1:46:19.82PM, 23.53, 29.16, 144458
112, 11.1, 11/2/2018 1:46:19.92PM, 23.53, 29.16, 144566
113, 11.2, 11/2/2018 1:46:20.02PM, 23.53, 29.16, 144547
114, 11.3, 11/2/2018 1:46:20.12PM, 23.53, 29.17, 144581
115, 11.4, 11/2/2018 1:46:20.22PM, 23.53, 29.17, 144672
116, 11.5, 11/2/2018 1:46:20.32PM, 23.53, 29.17, 144639
117, 11.6, 11/2/2018 1:46:20.42PM, 23.53, 29.17, 144705
118, 11.7, 11/2/2018 1:46:20.52PM, 23.52, 29.17, 144773
119, 11.8, 11/2/2018 1:46:20.62PM, 23.52, 29.17, 144759
120, 11.9, 11/2/2018 1:46:20.72PM, 23.52, 29.17, 144840
121, 11.99, 11/2/2018 1:46:20.82PM, 23.52, 29.17, 144831
122, 12.09, 11/2/2018 1:46:20.92PM, 23.53, 29.18, 144907
123, 12.19, 11/2/2018 1:46:21.02PM, 23.52, 29.17, 144895
124, 12.29, 11/2/2018 1:46:21.12PM, 23.52, 29.16, 144868
125, 12.39, 11/2/2018 1:46:21.22PM, 23.51, 29.15, 144680
126, 12.49, 11/2/2018 1:46:21.32PM, 23.51, 29.14, 144657
127, 12.59, 11/2/2018 1:46:21.42PM, 23.51, 29.15, 144830
128, 12.69, 11/2/2018 1:46:21.52PM, 23.52, 29.16, 144869
129, 12.79, 11/2/2018 1:46:21.62PM, 23.51, 29.15, 144893
130, 12.89, 11/2/2018 1:46:21.72PM, 23.51, 29.15, 144909
131, 12.99, 11/2/2018 1:46:21.82PM, 23.51, 29.15, 144957
132, 13.09, 11/2/2018 1:46:21.92PM, 23.51, 29.15, 145004
133, 13.19, 11/2/2018 1:46:22.02PM, 23.52, 29.15, 145036
134, 13.29, 11/2/2018 1:46:22.12PM, 23.51, 29.15, 145029
135, 13.39, 11/2/2018 1:46:22.22PM, 23.51, 29.15, 145123
136, 13.49, 11/2/2018 1:46:22.32PM, 23.51, 29.15, 144922
137, 13.59, 11/2/2018 1:46:22.42PM, 23.52, 29.15, 144285
138, 13.69, 11/2/2018 1:46:22.52PM, 23.52, 29.15, 144767
139, 13.79, 11/2/2018 1:46:22.62PM, 23.55, 29.16, 145041
140, 13.89, 11/2/2018 1:46:22.72PM, 23.58, 29.17, 144906
141, 13.99, 11/2/2018 1:46:22.82PM, 23.61, 29.15, 144914
142, 14.09, 11/2/2018 1:46:22.92PM, 23.65, 29.06, 144426
143, 14.19, 11/2/2018 1:46:23.02PM, 23.71, 28.99, 143395
144, 14.29, 11/2/2018 1:46:23.12PM, 23.71, 28.95, 144284
145, 14.39, 11/2/2018 1:46:23.22PM, 23.75, 28.88, 143665
146, 14.49, 11/2/2018 1:46:23.32PM, 23.78, 28.79, 143099
147, 14.59, 11/2/2018 1:46:23.42PM, 23.74, 28.54, 143255
148, 14.69, 11/2/2018 1:46:23.52PM, 23.77, 28.41, 142040
149, 14.79, 11/2/2018 1:46:23.62PM, 23.80, 28.32, 141611
150, 14.89, 11/2/2018 1:46:23.72PM, 23.82, 28.32, 141405
151, 14.99, 11/2/2018 1:46:23.82PM, 23.73, 28.19, 141182
152, 15.09, 11/2/2018 1:46:23.92PM, 23.75, 28.17, 140762
153, 15.19, 11/2/2018 1:46:24.02PM, 23.67, 28.12, 140971
154, 15.29, 11/2/2018 1:46:24.12PM, 23.67, 28.10, 140899
155, 15.39, 11/2/2018 1:46:24.22PM, 23.64, 28.10, 141194
156, 15.49, 11/2/2018 1:46:24.32PM, 23.63, 28.09, 141199
157, 15.59, 11/2/2018 1:46:24.42PM, 23.63, 28.08, 141188
158, 15.69, 11/2/2018 1:46:24.52PM, 23.64, 28.07, 141215
159, 15.79, 11/2/2018 1:46:24.62PM, 23.63, 28.05, 141324
160, 15.89, 11/2/2018 1:46:24.72PM, 23.62, 28.03, 141061
161, 15.99, 11/2/2018 1:46:24.82PM, 23.63, 28.04, 141287
162, 16.09, 11/2/2018 1:46:24.92PM, 23.64, 28.02, 141266
163, 16.19, 11/2/2018 1:46:25.02PM, 23.64, 28.02, 141385
164, 16.29, 11/2/2018 1:46:25.12PM, 23.66, 28.02, 141425
165, 16.39, 11/2/2018 1:46:25.22PM, 23.66, 28.02, 141573
166, 16.49, 11/2/2018 1:46:25.32PM, 23.65, 28.03, 141767
167, 16.59, 11/2/2018 1:46:25.42PM, 23.66, 28.00, 141790
168, 16.69, 11/2/2018 1:46:25.52PM, 23.65, 27.99, 141775
169, 16.79, 11/2/2018 1:46:25.62PM, 23.65, 27.96, 141086
170, 16.89, 11/2/2018 1:46:25.72PM, 23.65, 27.96, 141549
171, 16.99, 11/2/2018 1:46:25.82PM, 23.68, 27.96, 141770
172, 17.09, 11/2/2018 1:46:25.92PM, 23.73, 28.01, 142023
173, 17.19, 11/2/2018 1:46:26.02PM, 23.75, 28.01, 142223
174, 17.29, 11/2/2018 1:46:26.12PM, 23.72, 27.97, 142236
175, 17.39, 11/2/2018 1:46:26.22PM, 23.76, 27.99, 141515
176, 17.49, 11/2/2018 1:46:26.32PM, 23.75, 27.95, 139167
177, 17.59, 11/2/2018 1:46:26.42PM, 23.81, 27.94, 138398
178, 17.69, 11/2/2018 1:46:26.52PM, 23.77, 27.90, 138186
179, 17.79, 11/2/2018 1:46:26.62PM, 23.77, 27.93, 137575
180, 17.89, 11/2/2018 1:46:26.72PM, 23.79, 27.95, 137654
181, 17.99, 11/2/2018 1:46:26.82PM, 23.83, 27.97, 137974
182, 18.09, 11/2/2018 1:46:26.92PM, 23.76, 27.92, 138892
183, 18.19, 11/2/2018 1:46:27.02PM, 23.78, 27.94, 138756
184, 18.29, 11/2/2018 1:46:27.12PM, 23.73, 27.90, 139622
185, 18.39, 11/2/2018 1:46:27.22PM, 23.71, 27.90, 139544
186, 18.49, 11/2/2018 1:46:27.32PM, 23.70, 27.87, 139747
187, 18.59, 11/2/2018 1:46:27.42PM, 23.70, 27.87, 140130
188, 18.69, 11/2/2018 1:46:27.52PM, 23.70, 27.90, 139820
189, 18.79, 11/2/2018 1:46:27.62PM, 23.69, 27.88, 139688
190, 18.89, 11/2/2018 1:46:27.72PM, 23.70, 27.86, 139954
191, 18.99, 11/2/2018 1:46:27.82PM, 23.69, 27.86, 140182
192, 19.09, 11/2/2018 1:46:27.92PM, 23.69, 27.89, 140180
193, 19.19, 11/2/2018 1:46:28.02PM, 23.69, 27.89, 140084
194, 19.29, 11/2/2018 1:46:28.12PM, 23.69, 27.86, 140192
195, 19.39, 11/2/2018 1:46:28.22PM, 23.68, 27.85, 140343
196, 19.49, 11/2/2018 1:46:28.32PM, 23.67, 27.85, 140246
197, 19.59, 11/2/2018 1:46:28.42PM, 23.68, 27.88, 140086
198, 19.69, 11/2/2018 1:46:28.52PM, 23.66, 27.86, 140283
199, 19.79, 11/2/2018 1:46:28.62PM, 23.66, 27.83, 140328
200, 19.89, 11/2/2018 1:46:28.72PM, 23.65, 27.83, 140458
201, 19.99, 11/2/2018 1:46:28.82PM, 23.65, 27.85, 140539
202, 20.09, 11/2/2018 1:46:28.92PM, 23.64, 27.84, 140470
203, 20.19, 11/2/2018 1:46:29.02PM, 23.64, 27.82, 140321
204, 20.29, 11/2/2018 1:46:29.12PM, 23.64, 27.81, 140365
205, 20.39, 11/2/2018 1:46:29.22PM, 23.63, 27.84, 140280
206, 20.49, 11/2/2018 1:46:29.32PM, 23.64, 27.84, 140112
207, 20.59, 11/2/2018 1:46:29.42PM, 23.64, 27.82, 140103
208, 20.69, 11/2/2018 1:46:29.52PM, 23.64, 27.82, 140058
209, 20.79, 11/2/2018 1:46:29.62PM, 23.64, 27.83, 140116
210, 20.89, 11/2/2018 1:46:29.72PM, 23.65, 27.84, 139981
211, 20.99, 11/2/2018 1:46:29.82PM, 23.65, 27.83, 140006
212, 21.09, 11/2/2018 1:46:29.92PM, 23.65, 27.83, 140054
213, 21.19, 11/2/2018 1:46:30.02PM, 23.64, 27.83, 140040
214, 21.29, 11/2/2018 1:46:30.12PM, 23.65, 27.83, 140022
215, 21.39, 11/2/2018 1:46:30.22PM, 23.65, 27.83, 140034
216, 21.49, 11/2/2018 1:46:30.32PM, 23.65, 27.83, 140072
217, 21.59, 11/2/2018 1:46:30.42PM, 23.65, 27.84, 140093
218, 21.69, 11/2/2018 1:46:30.52PM, 23.65, 27.84, 140176
219, 21.79, 11/2/2018 1:46:30.62PM, 23.65, 27.84, 140232
220, 21.89, 11/2/2018 1:46:30.72PM, 23.66, 27.84, 140328
221, 21.99, 11/2/2018 1:46:30.82PM, 23.66, 27.84, 140450
222, 22.09, 11/2/2018 1:46:30.92PM, 23.65, 27.84, 140494
223, 22.19, 11/2/2018 1:46:31.02PM, 23.65, 27.84, 140557
224, 22.29, 11/2/2018 1:46:31.12PM, 23.66, 27.84, 140642
225, 22.39, 11/2/2018 1:46:31.22PM, 23.65, 27.84, 140731
226, 22.49, 11/2/2018 1:46:31.32PM, 23.65, 27.84, 140741
227, 22.59, 11/2/2018 1:46:31.42PM, 23.65, 27.84, 140782
228, 22.69, 11/2/2018 1:46:31.52PM, 23.65, 27.84, 140788
229, 22.79, 11/2/2018 1:46:31.62PM, 23.65, 27.84, 140815
230, 22.89, 11/2/2018 1:46:31.72PM, 23.65, 27.84, 140764
231, 22.99, 11/2/2018 1:46:31.82PM, 23.65, 27.84, 140659
232, 23.09, 11/2/2018 1:46:31.92PM, 23.65, 27.84, 140626
233, 23.19, 11/2/2018 1:46:32.02PM, 23.65, 27.84, 140503
234, 23.29, 11/2/2018 1:46:32.12PM, 23.65, 27.84, 140493
235, 23.39, 11/2/2018 1:46:32.22PM, 23.65, 27.84, 140444
236, 23.49, 11/2/2018 1:46:32.32PM, 23.66, 27.84, 140363
237, 23.59, 11/2/2018 1:46:32.42PM, 23.66, 27.84, 140450
238, 23.69, 11/2/2018 1:46:32.52PM, 23.65, 27.84, 140370
239, 23.79, 11/2/2018 1:46:32.62PM, 23.66, 27.84, 140356
240, 23.89, 11/2/2018 1:46:32.72PM, 23.66, 27.84, 140380
241, 23.99, 11/2/2018 1:46:32.82PM, 23.67, 27.83, 140324
242, 24.09, 11/2/2018 1:46:32.92PM, 23.67, 27.83, 140349
243, 24.19, 11/2/2018 1:46:33.02PM, 23.67, 27.83, 140437
244, 24.29, 11/2/2018 1:46:33.12PM, 23.67, 27.82, 140403
245, 24.39, 11/2/2018 1:46:33.22PM, 23.67, 27.82, 140414
246, 24.49, 11/2/2018 1:46:33.32PM, 23.67, 27.82, 140442
247, 24.59, 11/2/2018 1:46:33.42PM, 23.67, 27.82, 140466
248, 24.69, 11/2/2018 1:46:33.52PM, 23.67, 27.83, 140472
249, 24.79, 11/2/2018 1:46:33.62PM, 23.67, 27.83, 140425
250, 24.89, 11/2/2018 1:46:33.72PM, 23.67, 27.83, 140484
251, 24.99, 11/2/2018 1:46:33.82PM, 23.67, 27.83, 140485
252, 25.09, 11/2/2018 1:46:33.92PM, 23.67, 27.83, 140496
253, 25.19, 11/2/2018 1:46:34.02PM, 23.67, 27.83, 140537
254, 25.29, 11/2/2018 1:46:34.12PM, 23.67, 27.84, 140593
255, 25.39, 11/2/2018 1:46:34.22PM, 23.67, 27.84, 140651
256, 25.49, 11/2/2018 1:46:34.32PM, 23.67, 27.84, 140723
257, 25.59, 11/2/2018 1:46:34.42PM, 23.67, 27.85, 140831
258, 25.69, 11/2/2018 1:46:34.52PM, 23.67, 27.85, 140875
259, 25.79, 11/2/2018 1:46:34.62PM, 23.66, 27.85, 140934
260, 25.89, 11/2/2018 1:46:34.72PM, 23.66, 27.85, 140950
261, 25.99, 11/2/2018 1:46:34.82PM, 23.66, 27.85, 141067
262, 26.09, 11/2/2018 1:46:34.92PM, 23.66, 27.85, 141101
263, 26.19, 11/2/2018 1:46:35.02PM, 23.66, 27.85, 141118
264, 26.29, 11/2/2018 1:46:35.12PM, 23.66, 27.85, 141109
265, 26.39, 11/2/2018 1:46:35.22PM, 23.65, 27.85, 141088
266, 26.49, 11/2/2018 1:46:35.32PM, 23.65, 27.85, 141043
267, 26.59, 11/2/2018 1:46:35.42PM, 23.64, 27.84, 140325
268, 26.69, 11/2/2018 1:46:35.52PM, 23.63, 27.83, 140260
269, 26.79, 11/2/2018 1:46:35.62PM, 23.64, 27.84, 140478
270, 26.89, 11/2/2018 1:46:35.72PM, 23.64, 27.83, 140572
271, 26.99, 11/2/2018 1:46:35.82PM, 23.64, 27.84, 140623
272, 27.09, 11/2/2018 1:46:35.92PM, 23.64, 27.84, 140655
273, 27.19, 11/2/2018 1:46:36.02PM, 23.64, 27.84, 140614
274, 27.29, 11/2/2018 1:46:36.12PM, 23.64, 27.84, 140540
275, 27.39, 11/2/2018 1:46:36.22PM, 23.64, 27.83, 140542
276, 27.49, 11/2/2018 1:46:36.32PM, 23.64, 27.83, 140559
277, 27.59, 11/2/2018 1:46:36.42PM, 23.63, 27.83, 140595
278, 27.69, 11/2/2018 1:46:36.52PM, 23.63, 27.83, 140600
279, 27.79, 11/2/2018 1:46:36.62PM, 23.63, 27.83, 140598
280, 27.89, 11/2/2018 1:46:36.72PM, 23.63, 27.83, 140574
281, 27.99, 11/2/2018 1:46:36.82PM, 23.63, 27.83, 140554
282, 28.09, 11/2/2018 1:46:36.92PM, 23.63, 27.83, 140516
283, 28.19, 11/2/2018 1:46:37.02PM, 23.63, 27.83, 140546
284, 28.29, 11/2/2018 1:46:37.12PM, 23.63, 27.84, 140577
285, 28.39, 11/2/2018 1:46:37.22PM, 23.66, 27.84, 140284
286, 28.49, 11/2/2018 1:46:37.32PM, 23.67, 27.84, 140373
287, 28.59, 11/2/2018 1:46:37.42PM, 23.66, 27.85, 140581
288, 28.69, 11/2/2018 1:46:37.52PM, 23.66, 27.86, 140651
289, 28.79, 11/2/2018 1:46:37.62PM, 23.66, 27.86, 140746
290, 28.89, 11/2/2018 1:46:37.71PM, 23.66, 27.86, 140827
291, 28.99, 11/2/2018 1:46:37.81PM, 23.66, 27.87, 140891
292, 29.09, 11/2/2018 1:46:37.91PM, 23.66, 27.87, 140942
293, 29.19, 11/2/2018 1:46:38.01PM, 23.66, 27.87, 141060
294, 29.29, 11/2/2018 1:46:38.11PM, 23.66, 27.86, 141180
295, 29.39, 11/2/2018 1:46:38.21PM, 23.65, 27.86, 141285
296, 29.49, 11/2/2018 1:46:38.31PM, 23.65, 27.85, 141305
297, 29.59, 11/2/2018 1:46:38.41PM, 23.65, 27.86, 141423
298, 29.69, 11/2/2018 1:46:38.51PM, 23.65, 27.87, 141397
299, 29.79, 11/2/2018 1:46:38.61PM, 23.65, 27.89, 141399
300, 29.89, 11/2/2018 1:46:38.71PM, 23.66, 27.90, 141367
301, 29.99, 11/2/2018 1:46:38.81PM, 23.65, 27.88, 141425
302, 30.09, 11/2/2018 1:46:38.91PM, 23.66, 27.90, 141281
303, 30.19, 11/2/2018 1:46:39.01PM, 23.66, 27.89, 141327
304, 30.29, 11/2/2018 1:46:39.11PM, 23.67, 27.90, 141374
305, 30.39, 11/2/2018 1:46:39.21PM, 23.67, 27.89, 141402
306, 30.49, 11/2/2018 1:46:39.31PM, 23.67, 27.88, 141405
307, 30.59, 11/2/2018 1:46:39.41PM, 23.67, 27.89, 141423
308, 30.69, 11/2/2018 1:46:39.51PM, 23.66, 27.90, 141369
309, 30.79, 11/2/2018 1:46:39.61PM, 23.67, 27.92, 141357
310, 30.89, 11/2/2018 1:46:39.71PM, 23.65, 27.89, 141010
311, 30.99, 11/2/2018 1:46:39.81PM, 23.65, 27.89, 141534
312, 31.09, 11/2/2018 1:46:39.91PM, 23.67, 27.91, 141450
313, 31.19, 11/2/2018 1:46:40.01PM, 23.66, 27.91, 141400
314, 31.29, 11/2/2018 1:46:40.11PM, 23.66, 27.90, 141204
315, 31.39, 11/2/2018 1:46:40.21PM, 23.65, 27.89, 141556
316, 31.49, 11/2/2018 1:46:40.31PM, 23.66, 27.91, 141791
317, 31.59, 11/2/2018 1:46:40.41PM, 23.66, 27.93, 141175
318, 31.69, 11/2/2018 1:46:40.51PM, 23.66, 27.91, 141083
319, 31.79, 11/2/2018 1:46:40.61PM, 23.65, 27.90, 141582
320, 31.89, 11/2/2018 1:46:40.71PM, 23.66, 27.92, 141000
321, 31.99, 11/2/2018 1:46:40.81PM, 23.66, 27.92, 141412
322, 32.09, 11/2/2018 1:46:40.91PM, 23.66, 27.93, 141414
323, 32.19, 11/2/2018 1:46:41.01PM, 23.66, 27.90, 141641
324, 32.29, 11/2/2018 1:46:41.11PM, 23.67, 27.90, 141894
325, 32.39, 11/2/2018 1:46:41.21PM, 23.67, 27.92, 141812
326, 32.49, 11/2/2018 1:46:41.31PM, 23.67, 27.92, 141859
327, 32.59, 11/2/2018 1:46:41.41PM, 23.66, 27.90, 142037
328, 32.69, 11/2/2018 1:46:41.51PM, 23.66, 27.90, 142109
329, 32.79, 11/2/2018 1:46:41.61PM, 23.66, 27.91, 142054
330, 32.89, 11/2/2018 1:46:41.71PM, 23.66, 27.92, 142037
331, 32.99, 11/2/2018 1:46:41.81PM, 23.66, 27.90, 142171
332, 33.09, 11/2/2018 1:46:41.91PM, 23.67, 27.90, 142173
333, 33.19, 11/2/2018 1:46:42.01PM, 23.67, 27.91, 142167
334, 33.29, 11/2/2018 1:46:42.11PM, 23.68, 27.97, 141730
335, 33.39, 11/2/2018 1:46:42.21PM, 23.72, 28.18, 140123
336, 33.49, 11/2/2018 1:46:42.31PM, 23.73, 28.37, 139336
337, 33.59, 11/2/2018 1:46:42.41PM, 23.75, 28.37, 140811
338, 33.69, 11/2/2018 1:46:42.51PM, 23.73, 28.30, 141504
339, 33.79, 11/2/2018 1:46:42.61PM, 23.75, 28.25, 141869
340, 33.89, 11/2/2018 1:46:42.71PM, 23.72, 28.18, 141753
341, 33.99, 11/2/2018 1:46:42.81PM, 23.73, 28.13, 141743
342, 34.09, 11/2/2018 1:46:42.91PM, 23.72, 28.10, 141775
343, 34.19, 11/2/2018 1:46:43.01PM, 23.71, 28.07, 141742
344, 34.29, 11/2/2018 1:46:43.11PM, 23.71, 28.07, 141879
345, 34.39, 11/2/2018 1:46:43.21PM, 23.71, 28.06, 142102
346, 34.49, 11/2/2018 1:46:43.31PM, 23.71, 28.07, 142353
