DATA_TYPE COF
VERSION Tekscan Pressure Measurement System 7.60-32C
HARDWARE 102-I875
MAP_VERSION 6.5
HW_TYPE 3
VersaPogoFsx 0
VersaV6CuffFsx 0
FILENAME C:\Tekscan\BPMS Research\Nov 2 Data\cole_driving.fsx
SENSOR_TYPE 5315
ROWS 42
COLS 48
ROW_SPACING 1.016 centimeters
COL_SPACING 1.016 centimeters
SENSEL_AREA 1.03226 cm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.1
MICRO_SECOND 1
TIME 11/2/2018 1:46:08.83PM
SATURATION_PRESSURE 77.9716 mmHg 
CALIBRATION_POINT_1 170 (Pounds) 179700 (Raw Sum) 1704 (Number of Loaded Cells)
CALIBRATION_MODE_1 Point
CALIBRATION_INFO C:\Tekscan\BPMS Research\Nov 2 Data\cole_driving.fsx
SENSITIVITY S-28
MAP_INDEX 0
SUBMAP 0
START_FRAME 1
END_FRAME 5971
COMMENTS Frame, Time, (Absolute Time), Row (cm), Col (cm), Raw Sum
ASCII_DATA @@

1393, 139.14, 11/2/2018 1:48:27.97PM, 23.25, 28.67, 145975
1394, 139.24, 11/2/2018 1:48:28.07PM, 23.16, 28.79, 145959
1395, 139.34, 11/2/2018 1:48:28.17PM, 23.13, 28.95, 144973
1396, 139.44, 11/2/2018 1:48:28.27PM, 23.13, 29.17, 144990
1397, 139.54, 11/2/2018 1:48:28.37PM, 23.13, 29.30, 145668
1398, 139.64, 11/2/2018 1:48:28.47PM, 23.12, 29.23, 145870
1399, 139.74, 11/2/2018 1:48:28.57PM, 23.11, 29.25, 143723
1400, 139.84, 11/2/2018 1:48:28.67PM, 23.13, 29.45, 142086
1401, 139.94, 11/2/2018 1:48:28.77PM, 23.09, 29.46, 143183
1402, 140.04, 11/2/2018 1:48:28.87PM, 23.04, 29.37, 144995
1403, 140.14, 11/2/2018 1:48:28.97PM, 23.04, 29.27, 146666
1404, 140.24, 11/2/2018 1:48:29.07PM, 23.01, 29.20, 147301
1405, 140.34, 11/2/2018 1:48:29.17PM, 23.00, 29.17, 146739
1406, 140.44, 11/2/2018 1:48:29.27PM, 23.03, 29.25, 147606
1407, 140.54, 11/2/2018 1:48:29.37PM, 23.03, 29.33, 147236
1408, 140.64, 11/2/2018 1:48:29.47PM, 23.07, 29.28, 148025
1409, 140.74, 11/2/2018 1:48:29.57PM, 23.14, 29.22, 147416
1410, 140.84, 11/2/2018 1:48:29.67PM, 23.13, 29.18, 147716
1411, 140.94, 11/2/2018 1:48:29.77PM, 22.97, 29.14, 144192
1412, 141.04, 11/2/2018 1:48:29.87PM, 22.87, 29.12, 144982
1413, 141.14, 11/2/2018 1:48:29.97PM, 22.83, 28.95, 145736
1414, 141.24, 11/2/2018 1:48:30.07PM, 22.76, 28.88, 147811
1415, 141.34, 11/2/2018 1:48:30.17PM, 22.76, 28.79, 148094
1416, 141.44, 11/2/2018 1:48:30.27PM, 22.78, 28.77, 148703
1417, 141.54, 11/2/2018 1:48:30.37PM, 22.78, 28.68, 147870
1418, 141.64, 11/2/2018 1:48:30.47PM, 22.77, 28.62, 147646
1419, 141.74, 11/2/2018 1:48:30.57PM, 22.76, 28.61, 148112
1420, 141.84, 11/2/2018 1:48:30.67PM, 22.76, 28.60, 148834
1421, 141.94, 11/2/2018 1:48:30.77PM, 22.76, 28.47, 148159
1422, 142.04, 11/2/2018 1:48:30.87PM, 22.77, 28.44, 148798
1423, 142.14, 11/2/2018 1:48:30.97PM, 22.71, 28.23, 147714
1424, 142.24, 11/2/2018 1:48:31.07PM, 22.68, 28.09, 147273
1425, 142.34, 11/2/2018 1:48:31.17PM, 22.68, 28.13, 148767
1426, 142.44, 11/2/2018 1:48:31.27PM, 22.69, 28.20, 147677
1427, 142.54, 11/2/2018 1:48:31.37PM, 22.69, 28.17, 148644
1428, 142.64, 11/2/2018 1:48:31.47PM, 22.68, 27.97, 147943
1429, 142.74, 11/2/2018 1:48:31.57PM, 22.70, 27.84, 146375
1430, 142.84, 11/2/2018 1:48:31.67PM, 22.69, 28.12, 146879
1431, 142.94, 11/2/2018 1:48:31.77PM, 22.66, 28.26, 149481
1432, 143.04, 11/2/2018 1:48:31.87PM, 22.68, 27.86, 148672
1433, 143.14, 11/2/2018 1:48:31.97PM, 22.64, 27.58, 146773
1434, 143.24, 11/2/2018 1:48:32.07PM, 22.66, 27.75, 146262
1435, 143.34, 11/2/2018 1:48:32.17PM, 22.70, 27.91, 146943
1436, 143.44, 11/2/2018 1:48:32.27PM, 22.63, 27.85, 151107
1437, 143.54, 11/2/2018 1:48:32.37PM, 22.68, 27.64, 149793
1438, 143.64, 11/2/2018 1:48:32.47PM, 22.67, 27.80, 149118
1439, 143.74, 11/2/2018 1:48:32.57PM, 22.67, 27.80, 148701
1440, 143.84, 11/2/2018 1:48:32.67PM, 22.67, 27.77, 149862
1441, 143.94, 11/2/2018 1:48:32.77PM, 22.67, 27.85, 148059
1442, 144.04, 11/2/2018 1:48:32.87PM, 22.66, 27.70, 151143
1443, 144.14, 11/2/2018 1:48:32.97PM, 22.66, 27.51, 149501
1444, 144.24, 11/2/2018 1:48:33.07PM, 22.67, 27.54, 149694
1445, 144.34, 11/2/2018 1:48:33.17PM, 22.65, 27.57, 150150
1446, 144.44, 11/2/2018 1:48:33.27PM, 22.60, 27.64, 153198
1447, 144.54, 11/2/2018 1:48:33.37PM, 22.64, 27.64, 152445
1448, 144.64, 11/2/2018 1:48:33.47PM, 22.70, 27.70, 140873
1449, 144.74, 11/2/2018 1:48:33.57PM, 22.67, 27.51, 144051
1450, 144.84, 11/2/2018 1:48:33.67PM, 22.68, 27.45, 149749
1451, 144.94, 11/2/2018 1:48:33.77PM, 22.62, 27.54, 152030
1452, 145.04, 11/2/2018 1:48:33.87PM, 22.59, 27.82, 152301
1453, 145.14, 11/2/2018 1:48:33.97PM, 22.63, 28.08, 149225
1454, 145.24, 11/2/2018 1:48:34.07PM, 22.54, 27.89, 136734
1455, 145.34, 11/2/2018 1:48:34.17PM, 22.63, 27.86, 149593
1456, 145.44, 11/2/2018 1:48:34.27PM, 22.65, 28.01, 152421
1457, 145.54, 11/2/2018 1:48:34.37PM, 22.63, 28.09, 148965
1458, 145.64, 11/2/2018 1:48:34.47PM, 22.54, 28.37, 142662
1459, 145.74, 11/2/2018 1:48:34.57PM, 22.52, 28.63, 142102
1460, 145.84, 11/2/2018 1:48:34.67PM, 22.54, 28.51, 145318
1461, 145.94, 11/2/2018 1:48:34.77PM, 22.61, 28.35, 147248
1462, 146.04, 11/2/2018 1:48:34.87PM, 22.65, 28.36, 148999
1463, 146.14, 11/2/2018 1:48:34.97PM, 22.64, 28.39, 148624
1464, 146.24, 11/2/2018 1:48:35.07PM, 22.62, 28.55, 147809
1465, 146.34, 11/2/2018 1:48:35.17PM, 22.61, 28.77, 145228
1466, 146.44, 11/2/2018 1:48:35.27PM, 22.61, 28.86, 143734
1467, 146.54, 11/2/2018 1:48:35.37PM, 22.60, 28.92, 144966
1468, 146.64, 11/2/2018 1:48:35.47PM, 22.60, 28.86, 146401
1469, 146.74, 11/2/2018 1:48:35.57PM, 22.62, 28.77, 146853
1470, 146.84, 11/2/2018 1:48:35.67PM, 22.62, 28.97, 146044
1471, 146.94, 11/2/2018 1:48:35.77PM, 22.63, 29.01, 145933
1472, 147.04, 11/2/2018 1:48:35.87PM, 22.65, 28.91, 145590
1473, 147.14, 11/2/2018 1:48:35.97PM, 22.67, 29.05, 145296
1474, 147.24, 11/2/2018 1:48:36.07PM, 22.64, 29.04, 146475
1475, 147.34, 11/2/2018 1:48:36.17PM, 22.59, 28.86, 148873
1476, 147.44, 11/2/2018 1:48:36.27PM, 22.60, 28.83, 149760
1477, 147.54, 11/2/2018 1:48:36.37PM, 22.63, 28.95, 147724
1478, 147.64, 11/2/2018 1:48:36.47PM, 22.61, 28.98, 145872
1479, 147.74, 11/2/2018 1:48:36.57PM, 22.59, 28.85, 148290
1480, 147.84, 11/2/2018 1:48:36.67PM, 22.60, 28.80, 148461
1481, 147.94, 11/2/2018 1:48:36.77PM, 22.57, 28.75, 146530
1482, 148.04, 11/2/2018 1:48:36.87PM, 22.55, 28.68, 147887
1483, 148.14, 11/2/2018 1:48:36.97PM, 22.54, 28.65, 149746
1484, 148.24, 11/2/2018 1:48:37.07PM, 22.55, 28.70, 148925
1485, 148.34, 11/2/2018 1:48:37.17PM, 22.54, 28.67, 150616
1486, 148.44, 11/2/2018 1:48:37.27PM, 22.56, 28.62, 149084
1487, 148.54, 11/2/2018 1:48:37.37PM, 22.58, 28.63, 149455
1488, 148.64, 11/2/2018 1:48:37.47PM, 22.57, 28.62, 150948
1489, 148.74, 11/2/2018 1:48:37.56PM, 22.55, 28.49, 150027
1490, 148.84, 11/2/2018 1:48:37.66PM, 22.56, 28.54, 150567
1491, 148.94, 11/2/2018 1:48:37.76PM, 22.57, 28.61, 151022
1492, 149.04, 11/2/2018 1:48:37.86PM, 22.56, 28.57, 151251
1493, 149.14, 11/2/2018 1:48:37.96PM, 22.60, 28.58, 151429
1494, 149.24, 11/2/2018 1:48:38.06PM, 22.59, 28.56, 151944
1495, 149.34, 11/2/2018 1:48:38.16PM, 22.57, 28.52, 151935
1496, 149.44, 11/2/2018 1:48:38.26PM, 22.57, 28.52, 152154
1497, 149.54, 11/2/2018 1:48:38.36PM, 22.58, 28.55, 152429
1498, 149.64, 11/2/2018 1:48:38.46PM, 22.57, 28.53, 152853
1499, 149.74, 11/2/2018 1:48:38.56PM, 22.56, 28.52, 152788
1500, 149.84, 11/2/2018 1:48:38.66PM, 22.58, 28.56, 152711
1501, 149.94, 11/2/2018 1:48:38.76PM, 22.59, 28.61, 152525
1502, 150.04, 11/2/2018 1:48:38.86PM, 22.70, 28.51, 150701
1503, 150.14, 11/2/2018 1:48:38.96PM, 23.01, 28.18, 147179
1504, 150.24, 11/2/2018 1:48:39.06PM, 23.01, 28.16, 147800
1505, 150.34, 11/2/2018 1:48:39.16PM, 23.00, 28.13, 148035
1506, 150.44, 11/2/2018 1:48:39.26PM, 22.97, 28.14, 148671
1507, 150.54, 11/2/2018 1:48:39.36PM, 22.87, 28.24, 148644
1508, 150.64, 11/2/2018 1:48:39.46PM, 22.78, 28.31, 149761
1509, 150.74, 11/2/2018 1:48:39.56PM, 22.73, 28.30, 150837
1510, 150.84, 11/2/2018 1:48:39.66PM, 22.69, 28.30, 151478
1511, 150.94, 11/2/2018 1:48:39.76PM, 22.69, 28.35, 153081
1512, 151.04, 11/2/2018 1:48:39.86PM, 22.73, 28.29, 153168
1513, 151.14, 11/2/2018 1:48:39.96PM, 22.80, 28.45, 152343
1514, 151.24, 11/2/2018 1:48:40.06PM, 22.80, 28.50, 154221
1515, 151.34, 11/2/2018 1:48:40.16PM, 22.77, 28.41, 152054
1516, 151.44, 11/2/2018 1:48:40.26PM, 22.81, 28.44, 151944
1517, 151.54, 11/2/2018 1:48:40.36PM, 22.82, 28.60, 152524
1518, 151.64, 11/2/2018 1:48:40.46PM, 22.81, 28.70, 149785
1519, 151.74, 11/2/2018 1:48:40.56PM, 22.80, 28.52, 152776
1520, 151.84, 11/2/2018 1:48:40.66PM, 22.82, 28.40, 154195
1521, 151.94, 11/2/2018 1:48:40.76PM, 22.80, 28.39, 154687
1522, 152.04, 11/2/2018 1:48:40.86PM, 22.80, 28.39, 154908
1523, 152.14, 11/2/2018 1:48:40.96PM, 22.78, 28.34, 155191
1524, 152.24, 11/2/2018 1:48:41.06PM, 22.78, 28.30, 155603
1525, 152.34, 11/2/2018 1:48:41.16PM, 22.77, 28.34, 155340
1526, 152.44, 11/2/2018 1:48:41.26PM, 22.77, 28.41, 155334
1527, 152.54, 11/2/2018 1:48:41.36PM, 22.77, 28.34, 155543
1528, 152.64, 11/2/2018 1:48:41.46PM, 22.78, 28.34, 156147
1529, 152.74, 11/2/2018 1:48:41.56PM, 22.75, 28.32, 156563
1530, 152.84, 11/2/2018 1:48:41.66PM, 22.74, 28.31, 156634
1531, 152.94, 11/2/2018 1:48:41.76PM, 22.74, 28.30, 156938
1532, 153.04, 11/2/2018 1:48:41.86PM, 22.74, 28.25, 156258
1533, 153.14, 11/2/2018 1:48:41.96PM, 22.72, 28.18, 155374
1534, 153.24, 11/2/2018 1:48:42.06PM, 22.70, 28.22, 156469
1535, 153.34, 11/2/2018 1:48:42.16PM, 22.70, 28.21, 156959
1536, 153.44, 11/2/2018 1:48:42.26PM, 22.71, 28.20, 156312
1537, 153.54, 11/2/2018 1:48:42.36PM, 22.72, 28.22, 156846
1538, 153.64, 11/2/2018 1:48:42.46PM, 22.71, 28.22, 157549
1539, 153.74, 11/2/2018 1:48:42.56PM, 22.70, 28.30, 156390
1540, 153.84, 11/2/2018 1:48:42.66PM, 22.68, 28.27, 157952
1541, 153.94, 11/2/2018 1:48:42.76PM, 22.69, 28.20, 157485
1542, 154.04, 11/2/2018 1:48:42.86PM, 22.72, 28.13, 157311
1543, 154.14, 11/2/2018 1:48:42.96PM, 22.72, 28.08, 155517
1544, 154.24, 11/2/2018 1:48:43.06PM, 22.72, 28.22, 154758
1545, 154.34, 11/2/2018 1:48:43.16PM, 22.70, 28.20, 155761
1546, 154.44, 11/2/2018 1:48:43.26PM, 22.62, 28.08, 161210
1547, 154.54, 11/2/2018 1:48:43.36PM, 22.61, 28.06, 159915
1548, 154.64, 11/2/2018 1:48:43.46PM, 22.53, 28.20, 150474
1549, 154.74, 11/2/2018 1:48:43.56PM, 22.58, 28.26, 148525
1550, 154.84, 11/2/2018 1:48:43.66PM, 22.57, 28.15, 157460
1551, 154.94, 11/2/2018 1:48:43.76PM, 22.61, 28.12, 162649
1552, 155.04, 11/2/2018 1:48:43.86PM, 22.55, 28.17, 159733
1553, 155.14, 11/2/2018 1:48:43.96PM, 22.48, 28.17, 154097
1554, 155.24, 11/2/2018 1:48:44.06PM, 22.46, 28.33, 150376
1555, 155.34, 11/2/2018 1:48:44.16PM, 22.49, 28.37, 152281
1556, 155.44, 11/2/2018 1:48:44.26PM, 22.49, 28.35, 153458
1557, 155.54, 11/2/2018 1:48:44.36PM, 22.52, 28.22, 155403
1558, 155.64, 11/2/2018 1:48:44.46PM, 22.52, 28.16, 155135
1559, 155.74, 11/2/2018 1:48:44.56PM, 22.54, 28.24, 156043
1560, 155.84, 11/2/2018 1:48:44.66PM, 22.51, 28.40, 151867
1561, 155.93, 11/2/2018 1:48:44.76PM, 22.52, 28.44, 152456
1562, 156.03, 11/2/2018 1:48:44.86PM, 22.49, 28.44, 151878
1563, 156.13, 11/2/2018 1:48:44.96PM, 22.44, 28.51, 151417
1564, 156.23, 11/2/2018 1:48:45.06PM, 22.45, 28.61, 150934
1565, 156.33, 11/2/2018 1:48:45.16PM, 22.48, 28.76, 148785
1566, 156.43, 11/2/2018 1:48:45.26PM, 22.49, 28.78, 149528
1567, 156.53, 11/2/2018 1:48:45.36PM, 22.47, 28.76, 149371
1568, 156.63, 11/2/2018 1:48:45.46PM, 22.46, 28.72, 150281
1569, 156.73, 11/2/2018 1:48:45.56PM, 22.51, 28.67, 150486
1570, 156.83, 11/2/2018 1:48:45.66PM, 22.52, 28.64, 150591
1571, 156.93, 11/2/2018 1:48:45.76PM, 22.54, 28.64, 149380
1572, 157.03, 11/2/2018 1:48:45.86PM, 22.56, 28.66, 147520
1573, 157.13, 11/2/2018 1:48:45.96PM, 22.56, 28.67, 144527
1574, 157.23, 11/2/2018 1:48:46.06PM, 22.66, 28.62, 142006
1575, 157.33, 11/2/2018 1:48:46.16PM, 22.68, 28.77, 139230
1576, 157.43, 11/2/2018 1:48:46.26PM, 22.69, 28.84, 137449
1577, 157.53, 11/2/2018 1:48:46.36PM, 22.63, 28.79, 137320
1578, 157.63, 11/2/2018 1:48:46.46PM, 22.70, 28.75, 138306
1579, 157.73, 11/2/2018 1:48:46.56PM, 22.67, 28.58, 137316
1580, 157.83, 11/2/2018 1:48:46.66PM, 22.62, 28.48, 138313
1581, 157.93, 11/2/2018 1:48:46.76PM, 22.66, 28.20, 140990
1582, 158.03, 11/2/2018 1:48:46.86PM, 22.50, 28.00, 141815
1583, 158.13, 11/2/2018 1:48:46.96PM, 22.53, 28.25, 141517
1584, 158.23, 11/2/2018 1:48:47.06PM, 22.44, 28.63, 138925
1585, 158.33, 11/2/2018 1:48:47.16PM, 22.40, 28.93, 137419
1586, 158.43, 11/2/2018 1:48:47.26PM, 22.44, 29.26, 135496
1587, 158.53, 11/2/2018 1:48:47.36PM, 22.47, 29.48, 130956
1588, 158.63, 11/2/2018 1:48:47.46PM, 22.45, 29.61, 130437
1589, 158.73, 11/2/2018 1:48:47.56PM, 22.44, 29.57, 131114
1590, 158.83, 11/2/2018 1:48:47.66PM, 22.42, 29.50, 132642
1591, 158.93, 11/2/2018 1:48:47.76PM, 22.42, 29.60, 131611
1592, 159.03, 11/2/2018 1:48:47.86PM, 22.42, 29.83, 130033
1593, 159.13, 11/2/2018 1:48:47.96PM, 22.37, 30.02, 129944
1594, 159.23, 11/2/2018 1:48:48.06PM, 22.40, 30.38, 129029
1595, 159.33, 11/2/2018 1:48:48.16PM, 22.38, 30.36, 130329
1596, 159.43, 11/2/2018 1:48:48.26PM, 22.41, 30.12, 132899
1597, 159.53, 11/2/2018 1:48:48.36PM, 22.42, 30.05, 133368
1598, 159.63, 11/2/2018 1:48:48.46PM, 22.41, 30.04, 133797
1599, 159.73, 11/2/2018 1:48:48.56PM, 22.45, 30.11, 131810
1600, 159.83, 11/2/2018 1:48:48.66PM, 22.44, 30.14, 132604
1601, 159.93, 11/2/2018 1:48:48.76PM, 22.46, 30.12, 131474
1602, 160.03, 11/2/2018 1:48:48.86PM, 22.45, 30.12, 129522
1603, 160.13, 11/2/2018 1:48:48.96PM, 22.40, 29.94, 127144
1604, 160.23, 11/2/2018 1:48:49.06PM, 22.43, 29.94, 126486
1605, 160.33, 11/2/2018 1:48:49.16PM, 22.40, 29.86, 125465
1606, 160.43, 11/2/2018 1:48:49.26PM, 22.39, 29.62, 128397
1607, 160.53, 11/2/2018 1:48:49.36PM, 22.45, 29.66, 128559
1608, 160.63, 11/2/2018 1:48:49.46PM, 22.37, 30.15, 123526
1609, 160.73, 11/2/2018 1:48:49.56PM, 22.40, 30.65, 122007
1610, 160.83, 11/2/2018 1:48:49.66PM, 22.41, 30.83, 121401
1611, 160.93, 11/2/2018 1:48:49.76PM, 22.42, 30.56, 123569
1612, 161.03, 11/2/2018 1:48:49.86PM, 22.45, 30.25, 124588
1613, 161.13, 11/2/2018 1:48:49.96PM, 22.46, 30.24, 125749
1614, 161.23, 11/2/2018 1:48:50.06PM, 22.48, 30.44, 125800
1615, 161.33, 11/2/2018 1:48:50.16PM, 22.43, 30.50, 123503
1616, 161.43, 11/2/2018 1:48:50.26PM, 22.40, 30.33, 124182
1617, 161.53, 11/2/2018 1:48:50.36PM, 22.40, 30.19, 126257
1618, 161.63, 11/2/2018 1:48:50.46PM, 22.41, 30.03, 127774
1619, 161.73, 11/2/2018 1:48:50.56PM, 22.45, 29.98, 128907
1620, 161.83, 11/2/2018 1:48:50.66PM, 22.46, 30.01, 129073
1621, 161.93, 11/2/2018 1:48:50.76PM, 22.47, 29.94, 130355
1622, 162.03, 11/2/2018 1:48:50.86PM, 22.46, 29.86, 130776
1623, 162.13, 11/2/2018 1:48:50.96PM, 22.48, 29.86, 131678
1624, 162.23, 11/2/2018 1:48:51.06PM, 22.47, 29.85, 132042
1625, 162.33, 11/2/2018 1:48:51.16PM, 22.46, 29.88, 132107
1626, 162.43, 11/2/2018 1:48:51.26PM, 22.46, 29.88, 132351
1627, 162.53, 11/2/2018 1:48:51.36PM, 22.48, 29.86, 132071
1628, 162.63, 11/2/2018 1:48:51.46PM, 22.49, 29.84, 132262
1629, 162.73, 11/2/2018 1:48:51.56PM, 22.47, 29.82, 133126
1630, 162.83, 11/2/2018 1:48:51.66PM, 22.44, 29.81, 133079
1631, 162.93, 11/2/2018 1:48:51.76PM, 22.45, 29.69, 133186
1632, 163.03, 11/2/2018 1:48:51.86PM, 22.46, 29.66, 133771
1633, 163.13, 11/2/2018 1:48:51.96PM, 22.43, 29.63, 134695
1634, 163.23, 11/2/2018 1:48:52.06PM, 22.42, 29.57, 135046
1635, 163.33, 11/2/2018 1:48:52.16PM, 22.39, 29.45, 134848
1636, 163.43, 11/2/2018 1:48:52.26PM, 22.33, 29.30, 133457
1637, 163.53, 11/2/2018 1:48:52.36PM, 22.36, 29.33, 134446
1638, 163.63, 11/2/2018 1:48:52.46PM, 22.34, 29.27, 133138
1639, 163.73, 11/2/2018 1:48:52.56PM, 22.35, 29.22, 134237
1640, 163.83, 11/2/2018 1:48:52.66PM, 22.34, 29.13, 133819
1641, 163.93, 11/2/2018 1:48:52.76PM, 22.37, 29.15, 133778
1642, 164.03, 11/2/2018 1:48:52.86PM, 22.37, 29.19, 136150
1643, 164.13, 11/2/2018 1:48:52.96PM, 22.36, 29.03, 135210
1644, 164.23, 11/2/2018 1:48:53.06PM, 22.41, 29.06, 136922
1645, 164.33, 11/2/2018 1:48:53.16PM, 22.43, 29.00, 138231
1646, 164.43, 11/2/2018 1:48:53.26PM, 22.46, 28.86, 138077
1647, 164.53, 11/2/2018 1:48:53.36PM, 22.51, 28.92, 139291
1648, 164.63, 11/2/2018 1:48:53.46PM, 22.48, 28.85, 140087
1649, 164.73, 11/2/2018 1:48:53.56PM, 22.44, 28.89, 140451
1650, 164.83, 11/2/2018 1:48:53.66PM, 22.46, 28.85, 140995
1651, 164.93, 11/2/2018 1:48:53.76PM, 22.49, 28.95, 139753
1652, 165.03, 11/2/2018 1:48:53.86PM, 22.55, 28.94, 140623
1653, 165.13, 11/2/2018 1:48:53.96PM, 22.49, 28.90, 141627
1654, 165.23, 11/2/2018 1:48:54.06PM, 22.44, 28.93, 140915
1655, 165.33, 11/2/2018 1:48:54.16PM, 22.42, 28.99, 142020
1656, 165.43, 11/2/2018 1:48:54.26PM, 22.42, 28.97, 142076
1657, 165.53, 11/2/2018 1:48:54.36PM, 22.44, 28.93, 142460
1658, 165.63, 11/2/2018 1:48:54.46PM, 22.44, 28.93, 142894
1659, 165.73, 11/2/2018 1:48:54.56PM, 22.44, 28.89, 142845
1660, 165.83, 11/2/2018 1:48:54.66PM, 22.46, 28.84, 142540
1661, 165.93, 11/2/2018 1:48:54.76PM, 22.50, 28.89, 142673
1662, 166.03, 11/2/2018 1:48:54.86PM, 22.48, 28.87, 143087
1663, 166.13, 11/2/2018 1:48:54.96PM, 22.45, 28.85, 142242
1664, 166.23, 11/2/2018 1:48:55.06PM, 22.43, 29.07, 141843
1665, 166.33, 11/2/2018 1:48:55.16PM, 22.40, 29.10, 142550
1666, 166.43, 11/2/2018 1:48:55.26PM, 22.39, 28.91, 143517
1667, 166.53, 11/2/2018 1:48:55.36PM, 22.44, 28.89, 143921
1668, 166.63, 11/2/2018 1:48:55.46PM, 22.44, 28.87, 141920
1669, 166.73, 11/2/2018 1:48:55.56PM, 22.42, 28.76, 142836
1670, 166.83, 11/2/2018 1:48:55.66PM, 22.41, 28.66, 142578
1671, 166.93, 11/2/2018 1:48:55.76PM, 22.39, 28.67, 141814
1672, 167.03, 11/2/2018 1:48:55.86PM, 22.41, 28.71, 143662
1673, 167.13, 11/2/2018 1:48:55.96PM, 22.40, 28.71, 145197
1674, 167.23, 11/2/2018 1:48:56.06PM, 22.42, 28.75, 143842
1675, 167.33, 11/2/2018 1:48:56.16PM, 22.41, 28.71, 145661
1676, 167.43, 11/2/2018 1:48:56.26PM, 22.40, 28.53, 144713
1677, 167.53, 11/2/2018 1:48:56.36PM, 22.36, 28.55, 140169
1678, 167.63, 11/2/2018 1:48:56.46PM, 22.41, 28.57, 144726
1679, 167.73, 11/2/2018 1:48:56.56PM, 22.35, 28.57, 139691
1680, 167.83, 11/2/2018 1:48:56.66PM, 22.39, 28.68, 144145
1681, 167.93, 11/2/2018 1:48:56.76PM, 22.36, 28.49, 144114
1682, 168.03, 11/2/2018 1:48:56.86PM, 22.37, 28.57, 143768
1683, 168.13, 11/2/2018 1:48:56.96PM, 22.38, 28.68, 144652
1684, 168.23, 11/2/2018 1:48:57.06PM, 22.35, 28.58, 145152
1685, 168.33, 11/2/2018 1:48:57.16PM, 22.37, 28.68, 143904
1686, 168.43, 11/2/2018 1:48:57.26PM, 22.40, 28.65, 145711
1687, 168.53, 11/2/2018 1:48:57.36PM, 22.51, 28.48, 144058
1688, 168.63, 11/2/2018 1:48:57.46PM, 22.56, 28.46, 144619
1689, 168.73, 11/2/2018 1:48:57.56PM, 22.60, 28.36, 144433
1690, 168.83, 11/2/2018 1:48:57.66PM, 22.62, 28.27, 143548
1691, 168.93, 11/2/2018 1:48:57.76PM, 22.63, 28.45, 143574
1692, 169.03, 11/2/2018 1:48:57.86PM, 22.62, 28.70, 141561
1693, 169.13, 11/2/2018 1:48:57.96PM, 22.65, 28.54, 143751
1694, 169.23, 11/2/2018 1:48:58.06PM, 22.70, 28.50, 143093
1695, 169.33, 11/2/2018 1:48:58.16PM, 22.71, 28.61, 142122
1696, 169.43, 11/2/2018 1:48:58.26PM, 22.84, 28.39, 142006
1697, 169.53, 11/2/2018 1:48:58.36PM, 22.95, 28.23, 140570
1698, 169.63, 11/2/2018 1:48:58.46PM, 22.90, 28.22, 142179
1699, 169.73, 11/2/2018 1:48:58.56PM, 22.84, 28.26, 143276
1700, 169.83, 11/2/2018 1:48:58.66PM, 22.85, 28.32, 144789
1701, 169.93, 11/2/2018 1:48:58.76PM, 22.84, 28.30, 145432
1702, 170.03, 11/2/2018 1:48:58.86PM, 22.86, 28.36, 146557
1703, 170.13, 11/2/2018 1:48:58.96PM, 22.83, 28.13, 143386
1704, 170.23, 11/2/2018 1:48:59.06PM, 22.84, 28.15, 144013
1705, 170.33, 11/2/2018 1:48:59.16PM, 22.83, 28.22, 145715
1706, 170.43, 11/2/2018 1:48:59.26PM, 22.80, 28.11, 144399
1707, 170.53, 11/2/2018 1:48:59.36PM, 22.81, 28.25, 145846
1708, 170.63, 11/2/2018 1:48:59.46PM, 22.81, 28.26, 147908
1709, 170.73, 11/2/2018 1:48:59.56PM, 22.81, 28.19, 146600
1710, 170.83, 11/2/2018 1:48:59.66PM, 22.84, 28.36, 146647
1711, 170.93, 11/2/2018 1:48:59.76PM, 22.87, 28.52, 145781
1712, 171.03, 11/2/2018 1:48:59.86PM, 22.83, 28.07, 142719
1713, 171.13, 11/2/2018 1:48:59.96PM, 22.86, 28.15, 144102
1714, 171.23, 11/2/2018 1:49:00.06PM, 22.82, 28.29, 146193
1715, 171.33, 11/2/2018 1:49:00.16PM, 22.77, 28.22, 146643
1716, 171.43, 11/2/2018 1:49:00.26PM, 22.74, 28.18, 146759
1717, 171.53, 11/2/2018 1:49:00.36PM, 22.73, 28.26, 147504
1718, 171.63, 11/2/2018 1:49:00.46PM, 22.74, 28.28, 148507
1719, 171.73, 11/2/2018 1:49:00.56PM, 22.72, 28.18, 148247
1720, 171.83, 11/2/2018 1:49:00.66PM, 22.71, 28.22, 147494
1721, 171.93, 11/2/2018 1:49:00.76PM, 22.70, 28.23, 148455
1722, 172.03, 11/2/2018 1:49:00.86PM, 22.71, 28.27, 149720
1723, 172.13, 11/2/2018 1:49:00.96PM, 22.70, 28.22, 147336
1724, 172.23, 11/2/2018 1:49:01.06PM, 22.71, 28.34, 146713
1725, 172.33, 11/2/2018 1:49:01.16PM, 22.70, 28.33, 150313
1726, 172.43, 11/2/2018 1:49:01.26PM, 22.69, 28.40, 149349
1727, 172.53, 11/2/2018 1:49:01.36PM, 22.71, 28.41, 149590
1728, 172.63, 11/2/2018 1:49:01.46PM, 22.69, 28.19, 148204
