rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,steering_wheel_torque
1541191740899448430,,26811,,1541191740,899287381,'',0.625
1541191740919382166,,26812,,1541191740,919208004,'',0.75
1541191740939458538,,26813,,1541191740,939357480,'',0.9375
1541191740959451579,,26814,,1541191740,959323795,'',0.6875
1541191740979542335,,26815,,1541191740,979355505,'',0.8125
1541191740999352024,,26816,,1541191740,999180814,'',0.75
1541191741020465203,,26817,,1541191741,19773796,'',0.6875
1541191741039301661,,26818,,1541191741,39153085,'',0.8125
1541191741059479075,,26819,,1541191741,59343652,'',0.75
1541191741079520378,,26820,,1541191741,79321820,'',0.625
1541191741099422780,,26821,,1541191741,99317784,'',0.875
1541191741119516321,,26822,,1541191741,119346971,'',0.6875
1541191741139508559,,26823,,1541191741,139353631,'',0.625
1541191741159264864,,26824,,1541191741,159110492,'',0.25
1541191741179551531,,26825,,1541191741,179345491,'',0.3125
1541191741199270622,,26826,,1541191741,199089045,'',0.5625
1541191741220116135,,26827,,1541191741,219990989,'',0.25
1541191741239250473,,26828,,1541191741,239072869,'',0.125
