1541191795415920592,,29531,,1541191795,415700335,'',316.100006104
1541191795436393360,,29532,,1541191795,435253589,'',315.799987793
1541191795456016768,,29533,,1541191795,455707749,'',315.5
1541191795476508736,,29534,,1541191795,475261718,'',315.100006104
1541191795495886231,,29535,,1541191795,495701759,'',314.600006104
1541191795515956276,,29536,,1541191795,515704588,'',313.899993896
1541191795536492599,,29537,,1541191795,535321148,'',313.100006104
1541191795556221412,,29538,,1541191795,555758534,'',312.0
1541191795576645797,,29539,,1541191795,575492561,'',310.700012207
1541191795595903751,,29540,,1541191795,595707793,'',309.299987793
1541191795616008005,,29541,,1541191795,615733150,'',307.5
1541191795636733369,,29542,,1541191795,635540976,'',305.600006104
1541191795656027695,,29543,,1541191795,655748325,'',303.5
1541191795676279829,,29544,,1541191795,676091407,'',301.0
1541191795695891032,,29545,,1541191795,695740782,'',298.299987793
1541191795715879510,,29546,,1541191795,715718466,'',295.600006104
1541191795736337647,,29547,,1541191795,735184241,'',292.600006104
1541191795756046702,,29548,,1541191795,755752948,'',289.5
1541191795776537542,,29549,,1541191795,775300531,'',286.200012207
1541191795795895930,,29550,,1541191795,795732883,'',283.0
1541191795815980895,,29551,,1541191795,815750625,'',279.5
1541191795836256124,,29552,,1541191795,836088762,'',276.0
1541191795856049978,,29553,,1541191795,855746279,'',272.600006104
1541191795876557588,,29554,,1541191795,875227763,'',268.899993896
1541191795895906491,,29555,,1541191795,895761620,'',265.200012207
1541191795915979029,,29556,,1541191795,915744544,'',261.5
1541191795936156700,,29557,,1541191795,934999628,'',257.700012207
1541191795956174457,,29558,,1541191795,955795073,'',253.899993896
1541191795976439952,,29559,,1541191795,976238944,'',250.100006104
1541191795995939766,,29560,,1541191795,995769759,'',246.300003052
1541191796015999947,,29561,,1541191796,15809410,'',242.899993896
1541191796036090942,,29562,,1541191796,35918309,'',239.300003052
1541191796056215279,,29563,,1541191796,55811992,'',235.800003052
1541191796076380513,,29564,,1541191796,75256398,'',232.399993896
1541191796095908212,,29565,,1541191796,95763170,'',229.300003052
1541191796116069315,,29566,,1541191796,115774180,'',226.0
1541191796136078568,,29567,,1541191796,135910786,'',223.399993896
1541191796156106711,,29568,,1541191796,155763749,'',220.300003052
1541191796175841289,,29569,,1541191796,175704123,'',217.600006104
1541191796195921362,,29570,,1541191796,195758944,'',214.800003052
1541191796216083456,,29571,,1541191796,215795126,'',211.800003052
1541191796236020117,,29572,,1541191796,235810125,'',209.300003052
1541191796256004689,,29573,,1541191796,255780528,'',206.800003052
1541191796275842508,,29574,,1541191796,275642965,'',204.300003052
1541191796296016588,,29575,,1541191796,295833799,'',201.800003052
1541191796315949642,,29576,,1541191796,315768149,'',199.300003052
1541191796335954270,,29577,,1541191796,335758832,'',196.800003052
1541191796356022757,,29578,,1541191796,355805305,'',194.300003052
1541191796376300521,,29579,,1541191796,375159248,'',191.800003052
1541191796395967861,,29580,,1541191796,395789744,'',189.300003052
1541191796416006538,,29581,,1541191796,415798765,'',186.800003052
1541191796435920724,,29582,,1541191796,435740911,'',184.199996948
1541191796456048505,,29583,,1541191796,455813421,'',181.600006104
1541191796476020392,,29584,,1541191796,475807867,'',178.899993896
1541191796496056175,,29585,,1541191796,495822292,'',176.0
1541191796515987143,,29586,,1541191796,515786425,'',173.0
1541191796536109324,,29587,,1541191796,535869324,'',169.899993896
1541191796556064330,,29588,,1541191796,555857039,'',166.800003052
1541191796575817868,,29589,,1541191796,575689836,'',163.399993896
1541191796595979818,,29590,,1541191796,595807594,'',159.899993896
1541191796615965553,,29591,,1541191796,615810421,'',156.100006104
1541191796636008816,,29592,,1541191796,635844066,'',152.399993896
1541191796656049893,,29593,,1541191796,655844941,'',148.600006104
1541191796675775211,,29594,,1541191796,675627497,'',145.0
1541191796696044299,,29595,,1541191796,695861292,'',141.600006104
1541191796716058335,,29596,,1541191796,715895456,'',138.300003052
1541191796736053689,,29597,,1541191796,735831582,'',135.0
1541191796756119586,,29598,,1541191796,754845175,'',131.899993896
1541191796776677290,,29599,,1541191796,775542668,'',129.0
1541191796796012378,,29600,,1541191796,795820893,'',126.0
1541191796816063905,,29601,,1541191796,815881672,'',123.199996948
1541191796835984709,,29602,,1541191796,835837177,'',120.5
1541191796856048712,,29603,,1541191796,854851936,'',117.800003052
1541191796876050645,,29604,,1541191796,875891560,'',115.099998474
1541191796896020466,,29605,,1541191796,894845640,'',112.300003052
1541191796916016965,,29606,,1541191796,914844241,'',109.599998474
1541191796936055382,,29607,,1541191796,934876074,'',107.099998474
1541191796956033256,,29608,,1541191796,954859198,'',104.400001526
1541191796976351128,,29609,,1541191796,975190608,'',102.300003052
1541191796995919231,,29610,,1541191796,994796509,'',100.300003052
1541191797016129675,,29611,,1541191797,15882691,'',98.5
1541191797036077011,,29612,,1541191797,34885332,'',97.0
1541191797055980462,,29613,,1541191797,54787132,'',95.5
1541191797076051473,,29614,,1541191797,74887659,'',94.0999984741
1541191797096009174,,29615,,1541191797,94860420,'',92.4000015259
1541191797116027564,,29616,,1541191797,114825379,'',90.8000030518
1541191797136027945,,29617,,1541191797,134812605,'',88.9000015259
1541191797156023453,,29618,,1541191797,154850887,'',86.5999984741
1541191797175716115,,29619,,1541191797,175580302,'',84.5999984741
1541191797195955310,,29620,,1541191797,194795377,'',82.3000030518
1541191797216013745,,29621,,1541191797,214839893,'',79.9000015259
1541191797236056508,,29622,,1541191797,235877549,'',77.3000030518
1541191797255949909,,29623,,1541191797,254812904,'',74.4000015259
