rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,throttle_rate,throttle_pc,engine_rpm
1541198210201379874,,53871,,1541198210,201235644,'',11.3999996185,0.0,1470.0
1541198210212655497,,53872,,1541198210,212516653,'',11.3999996185,-0.0399999991059,1460.0
1541198210221109242,,53873,,1541198210,220909576,'',11.3000001907,-0.0399999991059,1460.0
1541198210233580478,,53874,,1541198210,233259677,'',11.3000001907,0.0,1456.0
1541198210241454731,,53875,,1541198210,241339578,'',11.3000001907,-0.0399999991059,1454.0
1541198210252959976,,53876,,1541198210,252849899,'',11.3000001907,0.0,1452.0
1541198210261426436,,53877,,1541198210,261009441,'',11.3000001907,0.0,1452.0
1541198210272621056,,53878,,1541198210,272478102,'',11.3000001907,-0.0399999991059,1450.0
1541198210281092384,,53879,,1541198210,280953018,'',11.3000001907,-0.0399999991059,1454.0
1541198210294086238,,53880,,1541198210,293846986,'',11.3000001907,0.0,1454.0
1541198210301189476,,53881,,1541198210,300996387,'',11.3000001907,-0.0399999991059,1454.0
1541198210312592399,,53882,,1541198210,312477956,'',11.1000003815,-0.0399999991059,1460.0
1541198210322012722,,53883,,1541198210,321897114,'',11.1000003815,0.0,1466.0
1541198210333754762,,53884,,1541198210,333521888,'',11.0,-0.0399999991059,1470.0
1541198210341740131,,53885,,1541198210,341600753,'',10.8999996185,-0.0399999991059,1470.0
1541198210353060165,,53886,,1541198210,352889541,'',10.8999996185,0.0,1474.0
1541198210361286154,,53887,,1541198210,360964334,'',10.8000001907,-0.0399999991059,1478.0
1541198210373344992,,53888,,1541198210,373229412,'',10.5,-0.0399999991059,1478.0
1541198210381067744,,53889,,1541198210,380942689,'',10.5,0.0,1476.0
1541198210393614334,,53890,,1541198210,393485834,'',10.1000003815,-0.0399999991059,1476.0
1541198210401766989,,53891,,1541198210,401600674,'',9.60000038147,-0.0799999982119,1470.0
1541198210412578193,,53892,,1541198210,412475756,'',9.60000038147,0.0,1470.0
1541198210421793451,,53893,,1541198210,421602618,'',9.10000038147,-0.0799999982119,1470.0
1541198210433461212,,53894,,1541198210,433219133,'',8.5,-0.0799999982119,1468.0
1541198210441489223,,53895,,1541198210,441342659,'',8.5,0.0,1470.0
1541198210452963982,,53896,,1541198210,452838806,'',8.19999980927,-0.0399999991059,1470.0
1541198210461066653,,53897,,1541198210,460932731,'',8.0,-0.0399999991059,1468.0
1541198210473417607,,53898,,1541198210,473262771,'',8.0,0.0,1468.0
1541198210481436226,,53899,,1541198210,481333338,'',7.90000009537,-0.0399999991059,1470.0
1541198210494406906,,53900,,1541198210,494267648,'',7.90000009537,0.0,1470.0
1541198210501425050,,53901,,1541198210,501311708,'',7.90000009537,0.0,1468.0
1541198210512634855,,53902,,1541198210,512503814,'',7.90000009537,0.0,1470.0
1541198210521040121,,53903,,1541198210,520916037,'',7.90000009537,0.0,1470.0
1541198210533386525,,53904,,1541198210,533151365,'',7.90000009537,0.0,1472.0
1541198210541306598,,53905,,1541198210,541160614,'',7.90000009537,0.0,1466.0
1541198210552903426,,53906,,1541198210,552783644,'',7.90000009537,0.0,1466.0
1541198210561150965,,53907,,1541198210,560922610,'',7.90000009537,0.0,1466.0
1541198210572687830,,53908,,1541198210,572520910,'',7.90000009537,0.0,1466.0
1541198210581029045,,53909,,1541198210,580911603,'',7.90000009537,0.0,1466.0
1541198210594231142,,53910,,1541198210,594083244,'',7.90000009537,0.0,1466.0
1541198210601331735,,53911,,1541198210,601228392,'',7.90000009537,0.0,1466.0
1541198210612649929,,53912,,1541198210,612469956,'',8.39999961853,0.0399999991059,1472.0
1541198210621037576,,53913,,1541198210,620931864,'',8.39999961853,0.0,1472.0
