DATA_TYPE COF
VERSION Tekscan Pressure Measurement System 7.60-32C
HARDWARE 102-I875
MAP_VERSION 6.5
HW_TYPE 3
VersaPogoFsx 0
VersaV6CuffFsx 0
FILENAME C:\Tekscan\BPMS Research\Nov 2 Data\cole2.fsx
SENSOR_TYPE 5315
ROWS 42
COLS 48
ROW_SPACING 1.016 centimeters
COL_SPACING 1.016 centimeters
SENSEL_AREA 1.03226 cm2
NOISE_THRESHOLD 3
SECONDS_PER_FRAME 0.1
MICRO_SECOND 1
TIME 11/2/2018 3:30:55.73PM
SATURATION_PRESSURE 96.1635 mmHg 
CALIBRATION_POINT_1 170 (Pounds) 145705 (Raw Sum) 1688 (Number of Loaded Cells)
CALIBRATION_MODE_1 Point
CALIBRATION_INFO C:\Tekscan\BPMS Research\Nov 2 Data\cole2.fsx
SENSITIVITY S-28
MAP_INDEX 0
SUBMAP 0
START_FRAME 1
END_FRAME 3719
COMMENTS Frame, Time, (Absolute Time), Row (cm), Col (cm), Raw Sum
ASCII_DATA @@

1, 0, 11/2/2018 3:30:55.73PM, 23.41, 26.80, 124898
2, 0.1, 11/2/2018 3:30:55.83PM, 23.26, 27.35, 122560
3, 0.2, 11/2/2018 3:30:55.93PM, 23.06, 27.95, 121644
4, 0.3, 11/2/2018 3:30:56.03PM, 23.04, 28.11, 123159
5, 0.4, 11/2/2018 3:30:56.13PM, 23.03, 27.79, 123566
6, 0.5, 11/2/2018 3:30:56.23PM, 23.05, 27.32, 123454
7, 0.6, 11/2/2018 3:30:56.33PM, 23.17, 26.96, 125854
8, 0.7, 11/2/2018 3:30:56.43PM, 23.16, 27.03, 128552
9, 0.8, 11/2/2018 3:30:56.53PM, 23.12, 27.44, 128263
10, 0.9, 11/2/2018 3:30:56.63PM, 23.23, 27.44, 131097
11, 1, 11/2/2018 3:30:56.73PM, 23.38, 27.21, 131677
12, 1.1, 11/2/2018 3:30:56.83PM, 23.31, 27.19, 132346
13, 1.2, 11/2/2018 3:30:56.93PM, 23.29, 27.21, 133141
14, 1.3, 11/2/2018 3:30:57.03PM, 23.22, 27.40, 133073
15, 1.4, 11/2/2018 3:30:57.13PM, 23.12, 27.49, 131369
16, 1.5, 11/2/2018 3:30:57.23PM, 23.08, 27.31, 133557
17, 1.6, 11/2/2018 3:30:57.33PM, 23.09, 27.24, 133908
18, 1.7, 11/2/2018 3:30:57.43PM, 23.01, 27.57, 131734
19, 1.8, 11/2/2018 3:30:57.53PM, 22.95, 27.81, 130781
20, 1.9, 11/2/2018 3:30:57.63PM, 22.89, 27.94, 130861
21, 2, 11/2/2018 3:30:57.73PM, 22.88, 27.98, 130936
22, 2.1, 11/2/2018 3:30:57.83PM, 22.84, 27.71, 131538
23, 2.2, 11/2/2018 3:30:57.93PM, 22.74, 27.61, 128914
24, 2.3, 11/2/2018 3:30:58.03PM, 22.75, 27.80, 130576
25, 2.4, 11/2/2018 3:30:58.13PM, 22.74, 27.68, 132173
26, 2.5, 11/2/2018 3:30:58.23PM, 22.78, 27.62, 134259
27, 2.6, 11/2/2018 3:30:58.33PM, 22.73, 27.59, 132312
28, 2.7, 11/2/2018 3:30:58.43PM, 22.66, 27.51, 130726
29, 2.8, 11/2/2018 3:30:58.53PM, 22.71, 27.44, 130884
30, 2.9, 11/2/2018 3:30:58.63PM, 22.88, 27.17, 132993
31, 3, 11/2/2018 3:30:58.73PM, 23.16, 26.85, 133123
32, 3.1, 11/2/2018 3:30:58.83PM, 23.49, 26.72, 136439
33, 3.2, 11/2/2018 3:30:58.93PM, 23.69, 26.66, 139510
34, 3.3, 11/2/2018 3:30:59.03PM, 24.00, 27.05, 138894
35, 3.4, 11/2/2018 3:30:59.13PM, 23.98, 27.61, 137260
36, 3.5, 11/2/2018 3:30:59.23PM, 23.73, 28.08, 132819
37, 3.6, 11/2/2018 3:30:59.33PM, 23.64, 28.22, 132220
38, 3.7, 11/2/2018 3:30:59.43PM, 23.61, 28.26, 132472
39, 3.8, 11/2/2018 3:30:59.53PM, 23.63, 28.14, 134444
40, 3.9, 11/2/2018 3:30:59.63PM, 23.67, 27.83, 135705
41, 4, 11/2/2018 3:30:59.73PM, 23.69, 27.45, 135433
42, 4.1, 11/2/2018 3:30:59.83PM, 23.67, 27.29, 135480
43, 4.2, 11/2/2018 3:30:59.93PM, 23.60, 27.57, 132417
44, 4.3, 11/2/2018 3:31:00.03PM, 23.46, 28.28, 128689
45, 4.4, 11/2/2018 3:31:00.13PM, 23.39, 28.79, 127869
46, 4.5, 11/2/2018 3:31:00.23PM, 23.62, 28.43, 137039
47, 4.6, 11/2/2018 3:31:00.33PM, 23.68, 28.25, 137940
48, 4.7, 11/2/2018 3:31:00.43PM, 23.71, 28.05, 137432
49, 4.8, 11/2/2018 3:31:00.53PM, 23.72, 27.83, 136840
50, 4.9, 11/2/2018 3:31:00.63PM, 23.73, 27.59, 138510
51, 5, 11/2/2018 3:31:00.73PM, 23.84, 27.55, 139724
52, 5.1, 11/2/2018 3:31:00.83PM, 23.85, 27.65, 139788
53, 5.2, 11/2/2018 3:31:00.93PM, 23.80, 27.68, 140344
54, 5.3, 11/2/2018 3:31:01.03PM, 23.87, 27.79, 141048
55, 5.4, 11/2/2018 3:31:01.13PM, 23.93, 27.82, 142045
56, 5.5, 11/2/2018 3:31:01.23PM, 23.93, 27.82, 142557
57, 5.6, 11/2/2018 3:31:01.33PM, 23.92, 27.84, 142022
58, 5.7, 11/2/2018 3:31:01.43PM, 23.93, 27.70, 143674
59, 5.8, 11/2/2018 3:31:01.53PM, 23.98, 27.71, 145927
60, 5.9, 11/2/2018 3:31:01.63PM, 23.96, 27.96, 143666
61, 6, 11/2/2018 3:31:01.73PM, 23.96, 28.00, 141895
62, 6.1, 11/2/2018 3:31:01.83PM, 23.93, 28.01, 141674
63, 6.2, 11/2/2018 3:31:01.93PM, 23.84, 28.23, 139206
64, 6.3, 11/2/2018 3:31:02.03PM, 23.85, 28.39, 139663
65, 6.4, 11/2/2018 3:31:02.13PM, 23.95, 28.44, 142536
66, 6.5, 11/2/2018 3:31:02.23PM, 24.03, 28.59, 144524
67, 6.6, 11/2/2018 3:31:02.33PM, 24.02, 28.54, 144041
68, 6.7, 11/2/2018 3:31:02.43PM, 24.06, 28.43, 144613
69, 6.8, 11/2/2018 3:31:02.53PM, 24.10, 28.42, 144630
70, 6.9, 11/2/2018 3:31:02.63PM, 24.13, 28.37, 143562
71, 7, 11/2/2018 3:31:02.73PM, 24.12, 28.35, 142812
72, 7.1, 11/2/2018 3:31:02.83PM, 24.15, 28.38, 143196
73, 7.2, 11/2/2018 3:31:02.93PM, 24.14, 28.33, 143385
74, 7.3, 11/2/2018 3:31:03.03PM, 24.13, 28.33, 143135
75, 7.4, 11/2/2018 3:31:03.13PM, 24.15, 28.31, 143814
76, 7.5, 11/2/2018 3:31:03.23PM, 24.15, 28.40, 143340
77, 7.6, 11/2/2018 3:31:03.33PM, 24.14, 28.43, 142607
78, 7.7, 11/2/2018 3:31:03.43PM, 24.09, 28.36, 141215
79, 7.8, 11/2/2018 3:31:03.53PM, 24.03, 28.27, 140120
80, 7.9, 11/2/2018 3:31:03.63PM, 24.06, 28.28, 141382
81, 8, 11/2/2018 3:31:03.73PM, 24.11, 28.36, 142692
82, 8.1, 11/2/2018 3:31:03.83PM, 24.12, 28.37, 142862
83, 8.2, 11/2/2018 3:31:03.93PM, 24.12, 28.25, 142122
84, 8.3, 11/2/2018 3:31:04.03PM, 24.12, 28.16, 141943
85, 8.4, 11/2/2018 3:31:04.13PM, 24.21, 28.20, 144538
86, 8.5, 11/2/2018 3:31:04.23PM, 24.30, 28.21, 145885
87, 8.6, 11/2/2018 3:31:04.33PM, 24.34, 28.22, 145872
88, 8.7, 11/2/2018 3:31:04.43PM, 24.37, 28.14, 146197
89, 8.8, 11/2/2018 3:31:04.53PM, 24.42, 28.05, 146637
90, 8.9, 11/2/2018 3:31:04.63PM, 24.46, 27.98, 146764
91, 9, 11/2/2018 3:31:04.73PM, 24.48, 27.94, 146910
92, 9.1, 11/2/2018 3:31:04.83PM, 24.51, 27.88, 147273
93, 9.2, 11/2/2018 3:31:04.93PM, 24.53, 27.81, 147092
94, 9.3, 11/2/2018 3:31:05.03PM, 24.53, 27.75, 147458
95, 9.4, 11/2/2018 3:31:05.13PM, 24.50, 27.72, 147127
96, 9.5, 11/2/2018 3:31:05.23PM, 24.49, 27.71, 147395
97, 9.6, 11/2/2018 3:31:05.33PM, 24.49, 27.74, 147945
98, 9.7, 11/2/2018 3:31:05.43PM, 24.49, 27.83, 148841
99, 9.8, 11/2/2018 3:31:05.53PM, 24.49, 27.90, 148708
100, 9.9, 11/2/2018 3:31:05.63PM, 24.48, 27.93, 148484
101, 10, 11/2/2018 3:31:05.73PM, 24.45, 27.89, 148916
102, 10.1, 11/2/2018 3:31:05.83PM, 24.41, 27.86, 148738
103, 10.2, 11/2/2018 3:31:05.93PM, 24.36, 27.74, 148929
104, 10.3, 11/2/2018 3:31:06.03PM, 24.37, 27.71, 149036
105, 10.4, 11/2/2018 3:31:06.13PM, 24.38, 27.71, 149223
106, 10.5, 11/2/2018 3:31:06.23PM, 24.38, 27.68, 148993
107, 10.6, 11/2/2018 3:31:06.33PM, 24.38, 27.67, 148973
108, 10.7, 11/2/2018 3:31:06.43PM, 24.39, 27.67, 149098
109, 10.8, 11/2/2018 3:31:06.53PM, 24.38, 27.66, 149052
110, 10.9, 11/2/2018 3:31:06.63PM, 24.39, 27.66, 149099
111, 11, 11/2/2018 3:31:06.73PM, 24.38, 27.66, 149235
112, 11.1, 11/2/2018 3:31:06.83PM, 24.37, 27.67, 149260
113, 11.2, 11/2/2018 3:31:06.93PM, 24.37, 27.67, 149439
114, 11.3, 11/2/2018 3:31:07.03PM, 24.37, 27.67, 149561
115, 11.4, 11/2/2018 3:31:07.13PM, 24.36, 27.68, 149688
116, 11.5, 11/2/2018 3:31:07.23PM, 24.36, 27.68, 149813
117, 11.6, 11/2/2018 3:31:07.33PM, 24.35, 27.70, 149771
118, 11.7, 11/2/2018 3:31:07.43PM, 24.36, 27.69, 149930
119, 11.8, 11/2/2018 3:31:07.53PM, 24.34, 27.70, 150034
120, 11.9, 11/2/2018 3:31:07.63PM, 24.34, 27.70, 150102
121, 11.99, 11/2/2018 3:31:07.73PM, 24.34, 27.70, 150080
122, 12.09, 11/2/2018 3:31:07.83PM, 24.34, 27.69, 150173
123, 12.19, 11/2/2018 3:31:07.93PM, 24.34, 27.69, 150211
124, 12.29, 11/2/2018 3:31:08.03PM, 24.37, 27.69, 149136
125, 12.39, 11/2/2018 3:31:08.13PM, 24.37, 27.69, 149164
126, 12.49, 11/2/2018 3:31:08.23PM, 24.40, 27.81, 149848
127, 12.59, 11/2/2018 3:31:08.33PM, 24.50, 28.06, 149209
128, 12.69, 11/2/2018 3:31:08.43PM, 24.73, 28.22, 146518
129, 12.79, 11/2/2018 3:31:08.53PM, 24.64, 28.05, 146673
130, 12.89, 11/2/2018 3:31:08.63PM, 24.57, 28.08, 145948
131, 12.99, 11/2/2018 3:31:08.73PM, 24.56, 28.12, 145723
132, 13.09, 11/2/2018 3:31:08.83PM, 24.57, 28.09, 146244
133, 13.19, 11/2/2018 3:31:08.93PM, 24.58, 28.09, 146274
134, 13.29, 11/2/2018 3:31:09.03PM, 24.57, 28.08, 146591
135, 13.39, 11/2/2018 3:31:09.13PM, 24.57, 28.12, 146460
136, 13.49, 11/2/2018 3:31:09.23PM, 24.59, 28.15, 146828
137, 13.59, 11/2/2018 3:31:09.33PM, 24.54, 28.28, 145251
138, 13.69, 11/2/2018 3:31:09.43PM, 24.43, 28.21, 142684
139, 13.79, 11/2/2018 3:31:09.53PM, 24.29, 28.38, 140124
140, 13.89, 11/2/2018 3:31:09.63PM, 24.28, 28.49, 140739
141, 13.99, 11/2/2018 3:31:09.73PM, 24.30, 28.31, 142427
142, 14.09, 11/2/2018 3:31:09.83PM, 24.41, 28.24, 143542
143, 14.19, 11/2/2018 3:31:09.93PM, 24.51, 28.15, 144437
144, 14.29, 11/2/2018 3:31:10.03PM, 24.58, 28.11, 145253
145, 14.39, 11/2/2018 3:31:10.13PM, 24.56, 28.11, 145971
146, 14.49, 11/2/2018 3:31:10.23PM, 24.56, 28.09, 146418
147, 14.59, 11/2/2018 3:31:10.33PM, 24.57, 28.08, 147095
148, 14.69, 11/2/2018 3:31:10.43PM, 24.56, 28.05, 147775
149, 14.79, 11/2/2018 3:31:10.53PM, 24.57, 28.05, 147641
150, 14.89, 11/2/2018 3:31:10.63PM, 24.58, 28.06, 147720
151, 14.99, 11/2/2018 3:31:10.73PM, 24.58, 28.05, 147898
152, 15.09, 11/2/2018 3:31:10.83PM, 24.57, 28.03, 148308
153, 15.19, 11/2/2018 3:31:10.93PM, 24.57, 28.01, 147842
154, 15.29, 11/2/2018 3:31:11.03PM, 24.57, 27.99, 147819
155, 15.39, 11/2/2018 3:31:11.13PM, 24.57, 27.97, 147678
156, 15.49, 11/2/2018 3:31:11.23PM, 24.57, 27.98, 147705
157, 15.59, 11/2/2018 3:31:11.33PM, 24.55, 28.05, 148503
158, 15.69, 11/2/2018 3:31:11.43PM, 24.48, 28.07, 148218
159, 15.79, 11/2/2018 3:31:11.53PM, 24.39, 28.04, 145502
160, 15.89, 11/2/2018 3:31:11.63PM, 24.25, 28.15, 139772
161, 15.99, 11/2/2018 3:31:11.73PM, 24.02, 28.21, 133159
162, 16.09, 11/2/2018 3:31:11.83PM, 23.80, 28.08, 128247
163, 16.19, 11/2/2018 3:31:11.93PM, 23.63, 27.95, 124493
164, 16.29, 11/2/2018 3:31:12.03PM, 23.51, 27.74, 120397
165, 16.39, 11/2/2018 3:31:12.13PM, 23.56, 27.51, 115796
166, 16.49, 11/2/2018 3:31:12.23PM, 23.72, 27.49, 114426
167, 16.59, 11/2/2018 3:31:12.33PM, 23.82, 27.64, 116178
168, 16.69, 11/2/2018 3:31:12.43PM, 23.86, 27.68, 117979
169, 16.79, 11/2/2018 3:31:12.53PM, 23.92, 27.50, 117864
170, 16.89, 11/2/2018 3:31:12.63PM, 23.96, 27.29, 117762
171, 16.99, 11/2/2018 3:31:12.73PM, 24.07, 27.12, 116863
172, 17.09, 11/2/2018 3:31:12.83PM, 24.10, 27.20, 119494
173, 17.19, 11/2/2018 3:31:12.93PM, 24.11, 27.52, 122153
174, 17.29, 11/2/2018 3:31:13.03PM, 24.17, 27.81, 124255
175, 17.39, 11/2/2018 3:31:13.13PM, 24.18, 27.89, 126590
176, 17.49, 11/2/2018 3:31:13.23PM, 24.22, 27.90, 128670
177, 17.59, 11/2/2018 3:31:13.33PM, 24.30, 27.96, 129520
178, 17.69, 11/2/2018 3:31:13.43PM, 24.41, 28.04, 130219
179, 17.79, 11/2/2018 3:31:13.53PM, 24.47, 28.05, 132103
180, 17.89, 11/2/2018 3:31:13.63PM, 24.48, 28.02, 133286
181, 17.99, 11/2/2018 3:31:13.73PM, 24.50, 28.05, 134292
182, 18.09, 11/2/2018 3:31:13.83PM, 24.52, 28.10, 134521
183, 18.19, 11/2/2018 3:31:13.93PM, 24.53, 28.12, 134332
184, 18.29, 11/2/2018 3:31:14.03PM, 24.49, 28.03, 136087
185, 18.39, 11/2/2018 3:31:14.13PM, 24.51, 27.97, 135856
186, 18.49, 11/2/2018 3:31:14.23PM, 24.54, 27.98, 135526
187, 18.59, 11/2/2018 3:31:14.33PM, 24.56, 27.97, 135744
188, 18.69, 11/2/2018 3:31:14.43PM, 24.55, 27.92, 136063
189, 18.79, 11/2/2018 3:31:14.53PM, 24.55, 27.90, 136615
190, 18.89, 11/2/2018 3:31:14.63PM, 24.54, 27.88, 136747
191, 18.99, 11/2/2018 3:31:14.73PM, 24.54, 27.87, 137063
192, 19.09, 11/2/2018 3:31:14.83PM, 24.54, 27.88, 137251
193, 19.19, 11/2/2018 3:31:14.93PM, 24.53, 27.88, 137599
194, 19.29, 11/2/2018 3:31:15.03PM, 24.53, 27.89, 137817
195, 19.39, 11/2/2018 3:31:15.13PM, 24.53, 27.88, 138062
196, 19.49, 11/2/2018 3:31:15.23PM, 24.53, 27.89, 138293
197, 19.59, 11/2/2018 3:31:15.33PM, 24.52, 27.90, 138507
198, 19.69, 11/2/2018 3:31:15.43PM, 24.52, 27.90, 138723
199, 19.79, 11/2/2018 3:31:15.53PM, 24.52, 27.90, 138914
200, 19.89, 11/2/2018 3:31:15.63PM, 24.51, 27.90, 139132
201, 19.99, 11/2/2018 3:31:15.73PM, 24.51, 27.91, 139289
202, 20.09, 11/2/2018 3:31:15.83PM, 24.51, 27.91, 139414
203, 20.19, 11/2/2018 3:31:15.93PM, 24.51, 27.91, 139536
204, 20.29, 11/2/2018 3:31:16.03PM, 24.51, 27.91, 139601
205, 20.39, 11/2/2018 3:31:16.13PM, 24.50, 27.91, 139698
206, 20.49, 11/2/2018 3:31:16.23PM, 24.50, 27.91, 139761
207, 20.59, 11/2/2018 3:31:16.33PM, 24.50, 27.91, 139839
208, 20.69, 11/2/2018 3:31:16.42PM, 24.49, 27.91, 139951
209, 20.79, 11/2/2018 3:31:16.52PM, 24.50, 27.92, 139987
210, 20.89, 11/2/2018 3:31:16.62PM, 24.49, 27.92, 140014
211, 20.99, 11/2/2018 3:31:16.72PM, 24.49, 27.92, 140134
212, 21.09, 11/2/2018 3:31:16.82PM, 24.49, 27.92, 140156
213, 21.19, 11/2/2018 3:31:16.92PM, 24.49, 27.92, 140226
214, 21.29, 11/2/2018 3:31:17.02PM, 24.49, 27.92, 140322
215, 21.39, 11/2/2018 3:31:17.12PM, 24.49, 27.92, 140375
216, 21.49, 11/2/2018 3:31:17.22PM, 24.49, 27.92, 140435
217, 21.59, 11/2/2018 3:31:17.32PM, 24.48, 27.92, 140511
218, 21.69, 11/2/2018 3:31:17.42PM, 24.48, 27.93, 140485
219, 21.79, 11/2/2018 3:31:17.52PM, 24.48, 27.93, 140583
220, 21.89, 11/2/2018 3:31:17.62PM, 24.48, 27.93, 140644
221, 21.99, 11/2/2018 3:31:17.72PM, 24.48, 27.93, 140686
222, 22.09, 11/2/2018 3:31:17.82PM, 24.48, 27.93, 140736
223, 22.19, 11/2/2018 3:31:17.92PM, 24.48, 27.93, 140806
224, 22.29, 11/2/2018 3:31:18.02PM, 24.49, 27.93, 140831
225, 22.39, 11/2/2018 3:31:18.12PM, 24.48, 27.94, 140981
226, 22.49, 11/2/2018 3:31:18.22PM, 24.49, 27.94, 141028
227, 22.59, 11/2/2018 3:31:18.32PM, 24.49, 27.95, 141135
228, 22.69, 11/2/2018 3:31:18.42PM, 24.48, 27.95, 141248
229, 22.79, 11/2/2018 3:31:18.52PM, 24.49, 27.95, 141386
230, 22.89, 11/2/2018 3:31:18.62PM, 24.48, 27.95, 141497
231, 22.99, 11/2/2018 3:31:18.72PM, 24.48, 27.96, 141638
232, 23.09, 11/2/2018 3:31:18.82PM, 24.47, 27.97, 141795
233, 23.19, 11/2/2018 3:31:18.92PM, 24.47, 27.97, 141918
234, 23.29, 11/2/2018 3:31:19.02PM, 24.47, 27.97, 141976
235, 23.39, 11/2/2018 3:31:19.12PM, 24.47, 27.97, 142114
236, 23.49, 11/2/2018 3:31:19.22PM, 24.46, 27.97, 142234
237, 23.59, 11/2/2018 3:31:19.32PM, 24.46, 27.97, 142287
238, 23.69, 11/2/2018 3:31:19.42PM, 24.46, 27.97, 142364
239, 23.79, 11/2/2018 3:31:19.52PM, 24.46, 27.96, 142375
240, 23.89, 11/2/2018 3:31:19.62PM, 24.46, 27.96, 142339
241, 23.99, 11/2/2018 3:31:19.72PM, 24.46, 27.97, 142323
242, 24.09, 11/2/2018 3:31:19.82PM, 24.46, 27.97, 142194
243, 24.19, 11/2/2018 3:31:19.92PM, 24.46, 27.96, 142240
244, 24.29, 11/2/2018 3:31:20.02PM, 24.46, 27.96, 142176
245, 24.39, 11/2/2018 3:31:20.12PM, 24.46, 27.96, 142157
246, 24.49, 11/2/2018 3:31:20.22PM, 24.46, 27.96, 142173
247, 24.59, 11/2/2018 3:31:20.32PM, 24.46, 27.96, 142175
248, 24.69, 11/2/2018 3:31:20.42PM, 24.47, 27.96, 142207
249, 24.79, 11/2/2018 3:31:20.52PM, 24.47, 27.96, 142214
250, 24.89, 11/2/2018 3:31:20.62PM, 24.47, 27.96, 142233
251, 24.99, 11/2/2018 3:31:20.72PM, 24.46, 27.96, 142278
252, 25.09, 11/2/2018 3:31:20.82PM, 24.46, 27.96, 142288
253, 25.19, 11/2/2018 3:31:20.92PM, 24.47, 27.96, 142333
254, 25.29, 11/2/2018 3:31:21.02PM, 24.47, 27.96, 142326
255, 25.39, 11/2/2018 3:31:21.12PM, 24.47, 27.96, 142387
256, 25.49, 11/2/2018 3:31:21.22PM, 24.47, 27.96, 142445
257, 25.59, 11/2/2018 3:31:21.32PM, 24.46, 27.96, 142427
258, 25.69, 11/2/2018 3:31:21.42PM, 24.46, 27.96, 142458
259, 25.79, 11/2/2018 3:31:21.52PM, 24.46, 27.96, 142488
260, 25.89, 11/2/2018 3:31:21.62PM, 24.46, 27.96, 142536
261, 25.99, 11/2/2018 3:31:21.72PM, 24.47, 27.96, 142584
262, 26.09, 11/2/2018 3:31:21.82PM, 24.47, 27.95, 142643
263, 26.19, 11/2/2018 3:31:21.92PM, 24.47, 27.96, 142678
264, 26.29, 11/2/2018 3:31:22.02PM, 24.47, 27.96, 142767
265, 26.39, 11/2/2018 3:31:22.12PM, 24.47, 27.96, 142822
266, 26.49, 11/2/2018 3:31:22.22PM, 24.47, 27.95, 142918
267, 26.59, 11/2/2018 3:31:22.32PM, 24.47, 27.95, 143020
268, 26.69, 11/2/2018 3:31:22.42PM, 24.47, 27.96, 143092
269, 26.79, 11/2/2018 3:31:22.52PM, 24.47, 27.96, 143130
270, 26.89, 11/2/2018 3:31:22.62PM, 24.47, 27.96, 143200
271, 26.99, 11/2/2018 3:31:22.72PM, 24.47, 27.95, 143203
272, 27.09, 11/2/2018 3:31:22.82PM, 24.46, 27.96, 143333
273, 27.19, 11/2/2018 3:31:22.92PM, 24.46, 27.95, 143308
274, 27.29, 11/2/2018 3:31:23.02PM, 24.46, 27.95, 143330
275, 27.39, 11/2/2018 3:31:23.12PM, 24.45, 27.95, 143277
276, 27.49, 11/2/2018 3:31:23.22PM, 24.45, 27.95, 143334
277, 27.59, 11/2/2018 3:31:23.32PM, 24.45, 27.95, 143271
278, 27.69, 11/2/2018 3:31:23.42PM, 24.45, 27.95, 143295
279, 27.79, 11/2/2018 3:31:23.52PM, 24.45, 27.95, 143338
280, 27.89, 11/2/2018 3:31:23.62PM, 24.45, 27.95, 143337
281, 27.99, 11/2/2018 3:31:23.72PM, 24.45, 27.95, 143268
282, 28.09, 11/2/2018 3:31:23.82PM, 24.45, 27.95, 143332
283, 28.19, 11/2/2018 3:31:23.92PM, 24.45, 27.96, 143387
284, 28.29, 11/2/2018 3:31:24.02PM, 24.45, 27.96, 143355
285, 28.39, 11/2/2018 3:31:24.12PM, 24.45, 27.95, 143374
286, 28.49, 11/2/2018 3:31:24.22PM, 24.45, 27.96, 143348
287, 28.59, 11/2/2018 3:31:24.32PM, 24.45, 27.95, 143297
288, 28.69, 11/2/2018 3:31:24.42PM, 24.45, 27.95, 143395
289, 28.79, 11/2/2018 3:31:24.52PM, 24.45, 27.95, 143396
290, 28.89, 11/2/2018 3:31:24.62PM, 24.45, 27.95, 143347
291, 28.99, 11/2/2018 3:31:24.72PM, 24.45, 27.95, 143386
292, 29.09, 11/2/2018 3:31:24.82PM, 24.45, 27.95, 143407
293, 29.19, 11/2/2018 3:31:24.92PM, 24.44, 27.94, 143490
294, 29.29, 11/2/2018 3:31:25.02PM, 24.44, 27.95, 143648
295, 29.39, 11/2/2018 3:31:25.12PM, 24.45, 27.95, 143621
296, 29.49, 11/2/2018 3:31:25.22PM, 24.45, 27.96, 143815
297, 29.59, 11/2/2018 3:31:25.32PM, 24.45, 27.97, 143935
298, 29.69, 11/2/2018 3:31:25.42PM, 24.46, 27.97, 144034
299, 29.79, 11/2/2018 3:31:25.52PM, 24.45, 27.97, 144155
300, 29.89, 11/2/2018 3:31:25.62PM, 24.45, 27.97, 144241
301, 29.99, 11/2/2018 3:31:25.72PM, 24.44, 27.97, 144287
302, 30.09, 11/2/2018 3:31:25.82PM, 24.44, 27.97, 144297
303, 30.19, 11/2/2018 3:31:25.92PM, 24.43, 27.98, 144436
304, 30.29, 11/2/2018 3:31:26.02PM, 24.43, 27.98, 144497
305, 30.39, 11/2/2018 3:31:26.12PM, 24.43, 27.98, 144476
306, 30.49, 11/2/2018 3:31:26.22PM, 24.43, 27.98, 144489
307, 30.59, 11/2/2018 3:31:26.32PM, 24.43, 27.98, 144468
308, 30.69, 11/2/2018 3:31:26.42PM, 24.43, 27.98, 144475
309, 30.79, 11/2/2018 3:31:26.52PM, 24.43, 27.98, 144502
310, 30.89, 11/2/2018 3:31:26.62PM, 24.43, 27.98, 144428
311, 30.99, 11/2/2018 3:31:26.72PM, 24.43, 27.98, 144396
312, 31.09, 11/2/2018 3:31:26.82PM, 24.43, 27.97, 144411
313, 31.19, 11/2/2018 3:31:26.92PM, 24.43, 27.98, 144331
314, 31.29, 11/2/2018 3:31:27.02PM, 24.43, 27.98, 144347
315, 31.39, 11/2/2018 3:31:27.12PM, 24.43, 27.98, 144329
316, 31.49, 11/2/2018 3:31:27.22PM, 24.43, 27.98, 144297
317, 31.59, 11/2/2018 3:31:27.32PM, 24.43, 27.97, 144324
318, 31.69, 11/2/2018 3:31:27.42PM, 24.43, 27.97, 144333
319, 31.79, 11/2/2018 3:31:27.52PM, 24.43, 27.97, 144307
320, 31.89, 11/2/2018 3:31:27.62PM, 24.43, 27.97, 144337
321, 31.99, 11/2/2018 3:31:27.72PM, 24.43, 27.97, 144334
322, 32.09, 11/2/2018 3:31:27.82PM, 24.43, 27.97, 144377
323, 32.19, 11/2/2018 3:31:27.92PM, 24.43, 27.97, 144369
324, 32.29, 11/2/2018 3:31:28.02PM, 24.43, 27.97, 144362
325, 32.39, 11/2/2018 3:31:28.12PM, 24.43, 27.97, 144388
326, 32.49, 11/2/2018 3:31:28.22PM, 24.43, 27.97, 144358
327, 32.59, 11/2/2018 3:31:28.32PM, 24.43, 27.98, 144409
328, 32.69, 11/2/2018 3:31:28.42PM, 24.43, 27.98, 144451
329, 32.79, 11/2/2018 3:31:28.52PM, 24.43, 27.98, 144498
330, 32.89, 11/2/2018 3:31:28.62PM, 24.43, 27.98, 144630
331, 32.99, 11/2/2018 3:31:28.72PM, 24.43, 27.98, 144699
332, 33.09, 11/2/2018 3:31:28.82PM, 24.43, 27.97, 144779
333, 33.19, 11/2/2018 3:31:28.92PM, 24.43, 27.97, 144886
334, 33.29, 11/2/2018 3:31:29.02PM, 24.43, 27.97, 144949
335, 33.39, 11/2/2018 3:31:29.12PM, 24.43, 27.97, 145034
336, 33.49, 11/2/2018 3:31:29.22PM, 24.43, 27.98, 145051
337, 33.59, 11/2/2018 3:31:29.32PM, 24.44, 27.98, 145109
338, 33.69, 11/2/2018 3:31:29.42PM, 24.44, 27.98, 145153
339, 33.79, 11/2/2018 3:31:29.52PM, 24.44, 27.97, 145221
340, 33.89, 11/2/2018 3:31:29.62PM, 24.43, 27.97, 145245
341, 33.99, 11/2/2018 3:31:29.72PM, 24.43, 27.96, 145231
342, 34.09, 11/2/2018 3:31:29.82PM, 24.43, 27.96, 145189
343, 34.19, 11/2/2018 3:31:29.92PM, 24.43, 27.96, 145115
344, 34.29, 11/2/2018 3:31:30.02PM, 24.43, 27.96, 145053
345, 34.39, 11/2/2018 3:31:30.12PM, 24.44, 27.96, 145043
346, 34.49, 11/2/2018 3:31:30.22PM, 24.44, 27.96, 144901
